Age,Agency_Code,Type,Claimed,Commision,Channel,Duration,Sales,Product Name,Destination
36,EPX,Travel Agency,No,0,Online,49,10,Cancellation Plan,ASIA
27,EPX,Travel Agency,No,0,Online,386,55,Customised Plan,ASIA
22,EPX,Travel Agency,No,0,Online,16,170,Customised Plan,ASIA
27,JZI,Airlines,No,12.25,Online,162,35,Bronze Plan,ASIA
37,JZI,Airlines,No,6.3,Online,9,18,Bronze Plan,ASIA
48,C2B,Airlines,No,0.96,Online,2,3.44,Customised Plan,ASIA
42,C2B,Airlines,Yes,4,Online,16,16,Bronze Plan,ASIA
48,EPX,Travel Agency,No,0,Online,6,24,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,10,Cancellation Plan,ASIA
52,C2B,Airlines,No,9.2,Online,59,23,Bronze Plan,ASIA
59,JZI,Airlines,No,9.1,Online,3,26,Bronze Plan,ASIA
54,EPX,Travel Agency,No,0,Online,17,42,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,0,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,51,57,Customised Plan,ASIA
21,EPX,Travel Agency,No,0,Online,59,80,Cancellation Plan,Americas
23,C2B,Airlines,Yes,63.21,Online,376,208,Silver Plan,ASIA
34,CWT,Travel Agency,No,41.58,Online,42,69.3,Customised Plan,EUROPE
36,CWT,Travel Agency,No,23.76,Online,6,39.6,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,34,73,Customised Plan,ASIA
32,C2B,Airlines,Yes,4,Online,21,201,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,34,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,10,27,Cancellation Plan,ASIA
32,JZI,Airlines,No,11.55,Online,19,33,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,33,Customised Plan,ASIA
25,CWT,Travel Agency,Yes,29.7,Online,38,49.5,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,13,20,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,31,90,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,7,24,Cancellation Plan,ASIA
27,C2B,Airlines,Yes,5,Online,26,20,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,33,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,29,43,Customised Plan,ASIA
46,CWT,Travel Agency,Yes,27.3,Online,5,42,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,10,Cancellation Plan,ASIA
53,C2B,Airlines,Yes,72.94,Online,365,291.75,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,58,16,Cancellation Plan,Americas
54,EPX,Travel Agency,No,0,Online,9,15,Cancellation Plan,ASIA
28,C2B,Airlines,No,7.25,Online,6,29,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,60,55,Cancellation Plan,ASIA
37,C2B,Airlines,No,13.38,Online,64,53.5,Bronze Plan,ASIA
30,CWT,Travel Agency,Yes,166.53,Online,375,256.2,Gold Plan,Americas
37,C2B,Airlines,Yes,112.31,Online,365,449.25,Gold Plan,ASIA
28,CWT,Travel Agency,Yes,17.82,Online,47,29.7,Customised Plan,Americas
65,CWT,Travel Agency,No,77.22,Online,76,128.7,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,17,33,Cancellation Plan,ASIA
50,CWT,Travel Agency,Yes,35.64,Online,111,59.4,Customised Plan,ASIA
28,EPX,Travel Agency,No,0,Online,19,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,26,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,18,18.87,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,56,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,21,35,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,23,Cancellation Plan,ASIA
25,CWT,Travel Agency,No,23.76,Online,16,39.6,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,8,20,Customised Plan,ASIA
48,C2B,Airlines,Yes,2.62,Online,63,9.33,Customised Plan,ASIA
68,C2B,Airlines,No,97.34,Online,365,389.35,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,45,39,Cancellation Plan,ASIA
42,JZI,Airlines,No,7.7,Online,21,22,Bronze Plan,ASIA
48,CWT,Travel Agency,Yes,10.64,Online,81,28,Bronze Plan,ASIA
29,C2B,Airlines,No,13.63,Online,11,54.5,Silver Plan,ASIA
42,CWT,Travel Agency,No,65.34,Online,164,108.9,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,50,34,Customised Plan,ASIA
32,EPX,Travel Agency,Yes,0,Online,33,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,76,33,Cancellation Plan,ASIA
50,C2B,Airlines,Yes,17.38,Online,30,69.5,Bronze Plan,ASIA
35,CWT,Travel Agency,No,23.76,Online,4,39.6,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,21,41,Customised Plan,ASIA
29,C2B,Airlines,Yes,72.94,Online,364,291.75,Silver Plan,ASIA
30,CWT,Travel Agency,Yes,33,Online,46,208.6,Customised Plan,Americas
75,C2B,Airlines,Yes,15,Online,20,60,Gold Plan,ASIA
37,JZI,Airlines,No,7.7,Online,107,22,Bronze Plan,ASIA
43,C2B,Airlines,Yes,54,Online,374,216,Silver Plan,ASIA
65,C2B,Airlines,Yes,26.4,Online,19,105.6,Gold Plan,ASIA
32,CWT,Travel Agency,Yes,23.76,Online,105,39.6,Customised Plan,EUROPE
35,C2B,Airlines,No,40.75,Online,22,37,Silver Plan,ASIA
36,C2B,Airlines,Yes,75.6,Online,368,302.4,Silver Plan,ASIA
70,CWT,Travel Agency,No,10.5,Offline,72,30,Customised Plan,ASIA
41,CWT,Travel Agency,No,17.82,Online,59,62,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,80,97,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,47,34,Customised Plan,ASIA
26,EPX,Travel Agency,No,0,Online,32,58,Cancellation Plan,Americas
29,CWT,Travel Agency,Yes,9.57,Offline,102,29,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,28,52,Customised Plan,ASIA
32,C2B,Airlines,Yes,54,Online,376,216,Silver Plan,ASIA
40,JZI,Airlines,No,6.3,Online,8,18,Bronze Plan,ASIA
53,C2B,Airlines,No,7.25,Online,7,29,Silver Plan,ASIA
31,CWT,Travel Agency,No,10.5,Offline,78,30,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,22,29,Cancellation Plan,ASIA
26,EPX,Travel Agency,No,0,Online,5,13,Cancellation Plan,ASIA
31,C2B,Airlines,No,9.75,Online,9,39,Silver Plan,ASIA
30,CWT,Travel Agency,Yes,35.64,Online,24,59.4,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,26,41,Cancellation Plan,ASIA
58,C2B,Airlines,Yes,5.25,Online,51,21,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,45,41,Customised Plan,ASIA
45,C2B,Airlines,Yes,40.25,Online,365,161,Silver Plan,ASIA
26,C2B,Airlines,Yes,15.5,Online,14,62,Silver Plan,ASIA
60,CWT,Travel Agency,No,47.52,Online,14,79.2,Customised Plan,EUROPE
66,EPX,Travel Agency,No,0,Online,15,46,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,80,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,18,Cancellation Plan,ASIA
34,C2B,Airlines,Yes,4.25,Online,8,17,Bronze Plan,ASIA
34,EPX,Travel Agency,No,0,Online,13,172,Cancellation Plan,Americas
48,C2B,Airlines,Yes,2.56,Online,28,9.13,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,34,20,Customised Plan,ASIA
36,CWT,Travel Agency,No,29.7,Online,22,49.5,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,53,89,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,80,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,28,Customised Plan,ASIA
36,C2B,Airlines,No,13.63,Online,13,54.5,Silver Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,79,52,Customised Plan,EUROPE
63,EPX,Travel Agency,No,0,Online,17,11,Cancellation Plan,ASIA
44,JZI,Airlines,No,33.6,Online,15,96,Bronze Plan,Americas
31,EPX,Travel Agency,No,0,Online,16,0,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,49,84,Customised Plan,EUROPE
38,EPX,Travel Agency,No,0,Online,44,67,Cancellation Plan,ASIA
37,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
31,C2B,Airlines,No,46.96,Online,428,187.85,Silver Plan,ASIA
33,C2B,Airlines,No,7.38,Online,13,29.5,Bronze Plan,ASIA
26,C2B,Airlines,Yes,15.5,Online,15,62,Silver Plan,ASIA
60,C2B,Airlines,Yes,13.63,Online,88,54.5,Silver Plan,ASIA
29,EPX,Travel Agency,No,0,Online,129,63,Cancellation Plan,Americas
35,C2B,Airlines,No,5.85,Online,6,36,Bronze Plan,ASIA
43,C2B,Airlines,No,10.5,Online,14,42,Silver Plan,ASIA
26,EPX,Travel Agency,No,0,Online,13,51,Customised Plan,ASIA
48,C2B,Airlines,No,0.23,Online,34,0.83,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,64,80,Cancellation Plan,ASIA
25,C2B,Airlines,Yes,16.41,Online,46,65.65,Bronze Plan,ASIA
22,C2B,Airlines,No,40.25,Online,375,161,Silver Plan,ASIA
31,CWT,Travel Agency,No,17.82,Online,19,29.7,Customised Plan,ASIA
27,C2B,Airlines,Yes,4.5,Online,6,18,Bronze Plan,ASIA
36,C2B,Airlines,Yes,112.31,Online,386,449.25,Gold Plan,ASIA
29,EPX,Travel Agency,No,0,Online,58,17,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,10,Cancellation Plan,ASIA
31,C2B,Airlines,Yes,10,Online,12,40,Bronze Plan,ASIA
31,EPX,Travel Agency,No,0,Online,20,20,Customised Plan,ASIA
35,C2B,Airlines,No,70.2,Online,396,280.8,Silver Plan,ASIA
23,EPX,Travel Agency,Yes,0,Online,47,42,Customised Plan,ASIA
32,JZI,Airlines,No,9.1,Online,74,26,Bronze Plan,ASIA
38,C2B,Airlines,Yes,46.96,Online,365,187.85,Silver Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,392,69,Customised Plan,ASIA
40,CWT,Travel Agency,Yes,41.58,Online,69,69.3,Customised Plan,EUROPE
51,CWT,Travel Agency,No,47.52,Online,121,79.2,Customised Plan,EUROPE
50,C2B,Airlines,No,3.38,Online,6,13.5,Bronze Plan,ASIA
60,CWT,Travel Agency,No,41.58,Online,8,69.3,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,3,61,Cancellation Plan,ASIA
56,JZI,Airlines,No,10.5,Online,82,30,Bronze Plan,ASIA
22,C2B,Airlines,Yes,8.38,Online,89,33.5,Bronze Plan,ASIA
30,C2B,Airlines,Yes,7.64,Online,8,30.55,Bronze Plan,ASIA
41,C2B,Airlines,No,6,Online,9,15,Bronze Plan,ASIA
23,JZI,Airlines,Yes,12.25,Online,70,35,Bronze Plan,ASIA
56,C2B,Airlines,Yes,4.5,Online,6,18,Bronze Plan,ASIA
53,EPX,Travel Agency,No,0,Online,13,112,Customised Plan,Americas
31,CWT,Travel Agency,Yes,35.64,Online,46,59.4,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,46,60,Cancellation Plan,ASIA
35,C2B,Airlines,No,54,Online,41,216,Silver Plan,ASIA
65,EPX,Travel Agency,No,0,Online,3,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,22,Cancellation Plan,ASIA
46,C2B,Airlines,No,9.75,Online,13,39,Silver Plan,ASIA
32,C2B,Airlines,Yes,5.25,Online,5,21,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,49,39,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,17,42,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,26,0,Customised Plan,ASIA
34,C2B,Airlines,Yes,22.13,Online,57,88.5,Silver Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,14,24,Cancellation Plan,ASIA
23,EPX,Travel Agency,No,0,Online,83,80,Cancellation Plan,Americas
31,C2B,Airlines,Yes,54,Online,365,216,Silver Plan,ASIA
41,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
41,CWT,Travel Agency,Yes,0,Offline,365,97,Customised Plan,ASIA
33,C2B,Airlines,No,11.75,Online,12,47,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,35,11,Cancellation Plan,ASIA
25,CWT,Travel Agency,Yes,9.57,Offline,15,29,Customised Plan,ASIA
24,C2B,Airlines,No,35,Online,17,20,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,30,42,Customised Plan,ASIA
57,CWT,Travel Agency,Yes,23.76,Online,8,39.6,Customised Plan,Americas
38,C2B,Airlines,No,6.75,Online,107,27,Bronze Plan,ASIA
32,C2B,Airlines,No,46.96,Online,365,187.85,Silver Plan,ASIA
22,C2B,Airlines,No,7.38,Online,12,29.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,203,70,Customised Plan,EUROPE
48,C2B,Airlines,No,8.49,Online,20,24.26,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,10,Cancellation Plan,ASIA
26,C2B,Airlines,No,122.88,Online,185,491.5,Gold Plan,ASIA
75,JZI,Airlines,No,12.25,Online,34,35,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,80,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,132,20,Cancellation Plan,ASIA
48,CWT,Travel Agency,No,11.02,Online,3,29,Gold Plan,ASIA
24,EPX,Travel Agency,No,0,Online,64,74,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,3,10,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,63.21,Online,369,252.85,Silver Plan,ASIA
36,C2B,Airlines,Yes,25.25,Online,78,101,Bronze Plan,ASIA
23,C2B,Airlines,Yes,18,Online,20,72,Silver Plan,ASIA
39,C2B,Airlines,Yes,54,Online,383,216,Silver Plan,ASIA
22,C2B,Airlines,Yes,5.63,Online,19,22.5,Silver Plan,ASIA
63,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,20,Customised Plan,ASIA
54,JZI,Airlines,No,10.5,Online,53,30,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,25,38,Customised Plan,ASIA
19,JZI,Airlines,Yes,15.75,Online,105,45,Bronze Plan,ASIA
31,C2B,Airlines,No,12.4,Online,27,31,Bronze Plan,ASIA
57,EPX,Travel Agency,No,0,Online,45,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,58,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,ASIA
48,CWT,Travel Agency,No,18.62,Online,53,49,Gold Plan,ASIA
38,CWT,Travel Agency,Yes,29.7,Online,8,49.5,Customised Plan,ASIA
18,C2B,Airlines,Yes,14.13,Online,91,56.5,Silver Plan,ASIA
44,CWT,Travel Agency,No,23.76,Online,51,39.6,Customised Plan,ASIA
28,CWT,Travel Agency,No,41.58,Online,50,69.3,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,60,35,Customised Plan,ASIA
37,C2B,Airlines,Yes,75.25,Online,369,301,Silver Plan,ASIA
41,C2B,Airlines,Yes,37,Online,119,148,Bronze Plan,ASIA
41,EPX,Travel Agency,No,0,Online,2,38,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,34,Customised Plan,ASIA
56,C2B,Airlines,No,3.38,Online,7,13.5,Bronze Plan,ASIA
28,C2B,Airlines,No,5.75,Online,41,23,Bronze Plan,ASIA
45,C2B,Airlines,Yes,63.21,Online,367,252.85,Silver Plan,ASIA
25,EPX,Travel Agency,No,0,Online,42,17,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,31,80,Cancellation Plan,Americas
64,EPX,Travel Agency,No,0,Online,75,23.87,Customised Plan,ASIA
55,C2B,Airlines,Yes,63.21,Online,398,252.85,Silver Plan,ASIA
28,C2B,Airlines,No,9.38,Online,9,0,Silver Plan,ASIA
68,C2B,Airlines,Yes,6.75,Online,11,27,Bronze Plan,ASIA
30,C2B,Airlines,No,8.88,Online,46,35.5,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,22,29,Cancellation Plan,ASIA
27,C2B,Airlines,No,11.7,Online,12,0,Silver Plan,ASIA
36,CWT,Travel Agency,No,29.7,Online,111,49.5,Customised Plan,ASIA
34,C2B,Airlines,Yes,16.75,Online,15,67,Bronze Plan,ASIA
59,CWT,Travel Agency,No,10.5,Offline,28,30,Customised Plan,ASIA
20,EPX,Travel Agency,No,0,Online,61,80,Cancellation Plan,Americas
26,C2B,Airlines,No,24.8,Online,47,62,Bronze Plan,ASIA
23,JZI,Airlines,No,11.55,Online,14,33,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,13,Cancellation Plan,ASIA
28,EPX,Travel Agency,No,0,Online,91,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,9,13,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,26,73,Cancellation Plan,EUROPE
41,CWT,Travel Agency,No,17.82,Online,14,29.7,Customised Plan,EUROPE
54,C2B,Airlines,No,4,Online,23,16,Bronze Plan,ASIA
48,C2B,Airlines,No,32.16,Online,8,91.88,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,138,53,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,29,Customised Plan,ASIA
37,JZI,Airlines,No,15.75,Online,87,45,Bronze Plan,ASIA
37,C2B,Airlines,Yes,11.38,Online,25,45.5,Bronze Plan,ASIA
25,C2B,Airlines,No,6.01,Online,32,24.05,Silver Plan,ASIA
45,C2B,Airlines,Yes,7.38,Online,10,29.5,Silver Plan,ASIA
36,C2B,Airlines,No,52.33,Online,372,209.3,Silver Plan,ASIA
60,CWT,Travel Agency,Yes,47.52,Online,12,79.2,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,125,66,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,11,Cancellation Plan,ASIA
34,C2B,Airlines,No,6,Online,22,15,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,73,Cancellation Plan,ASIA
49,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,31,29,Customised Plan,ASIA
26,JZI,Airlines,Yes,14,Online,55,40,Bronze Plan,ASIA
26,CWT,Travel Agency,No,17.82,Online,43,0,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,289,29,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,216,20,Customised Plan,EUROPE
20,C2B,Airlines,Yes,14.13,Online,17,56.5,Silver Plan,ASIA
41,CWT,Travel Agency,Yes,77.22,Online,14,128.7,Customised Plan,EUROPE
48,C2B,Airlines,No,17.29,Online,22,49.39,Customised Plan,ASIA
45,EPX,Travel Agency,No,0,Online,65,112,Customised Plan,Americas
77,CWT,Travel Agency,Yes,17.23,Online,32,26.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,35,32,Customised Plan,ASIA
51,C2B,Airlines,Yes,7.38,Online,17,29.5,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,73,17,Cancellation Plan,ASIA
68,JZI,Airlines,No,12.25,Online,21,165,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,17,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,37,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,3,149,Customised Plan,Americas
45,CWT,Travel Agency,No,9.57,Offline,20,29,Customised Plan,ASIA
28,C2B,Airlines,Yes,28.13,Online,34,112.5,Silver Plan,ASIA
35,EPX,Travel Agency,Yes,0,Online,35,112,Customised Plan,EUROPE
54,JZI,Airlines,No,7.7,Online,123,22,Bronze Plan,ASIA
51,C2B,Airlines,No,63.21,Online,370,252.85,Silver Plan,ASIA
38,CWT,Travel Agency,No,23.76,Online,9,39.6,Customised Plan,ASIA
48,C2B,Airlines,Yes,1.33,Online,65,4.76,Customised Plan,ASIA
69,C2B,Airlines,No,3.38,Online,6,13.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,30,Customised Plan,Americas
48,C2B,Airlines,No,0.56,Online,2,1.98,Customised Plan,ASIA
43,JZI,Airlines,No,12.25,Online,19,35,Bronze Plan,ASIA
25,C2B,Airlines,No,28.8,Online,17,72,Bronze Plan,ASIA
23,JZI,Airlines,No,7.7,Online,12,22,Bronze Plan,ASIA
36,C2B,Airlines,Yes,13.38,Online,116,53.5,Bronze Plan,ASIA
48,C2B,Airlines,No,0.05,Online,280,0.19,Customised Plan,ASIA
36,JZI,Airlines,No,6.3,Online,26,18,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,35,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,11,20,Customised Plan,ASIA
40,CWT,Travel Agency,No,23.76,Online,19,39.6,Customised Plan,Americas
58,C2B,Airlines,Yes,4,Online,30,16,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,37,80,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,30,20,Customised Plan,ASIA
48,EPX,Travel Agency,No,0,Online,70,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,27,Cancellation Plan,ASIA
51,CWT,Travel Agency,No,29.7,Online,30,49.5,Customised Plan,ASIA
34,C2B,Airlines,Yes,63.21,Online,380,252.85,Silver Plan,ASIA
40,C2B,Airlines,Yes,8.38,Online,115,33.5,Bronze Plan,ASIA
39,JZI,Airlines,No,6.3,Online,2,18,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,10,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,46.96,Online,376,187.85,Silver Plan,ASIA
48,CWT,Travel Agency,No,10.64,Online,8,28,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,19,28,Customised Plan,ASIA
25,C2B,Airlines,No,12.4,Online,18,31,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,7,61,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,30,Customised Plan,ASIA
52,EPX,Travel Agency,No,0,Online,11,11,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,40,Customised Plan,ASIA
36,C2B,Airlines,No,5.63,Online,85,22.5,Silver Plan,ASIA
38,C2B,Airlines,No,7.38,Online,7,29.5,Silver Plan,ASIA
29,C2B,Airlines,Yes,63.21,Online,368,252.85,Silver Plan,ASIA
17,C2B,Airlines,Yes,51.75,Online,64,207,Gold Plan,ASIA
44,C2B,Airlines,Yes,46.96,Online,366,187.85,Silver Plan,ASIA
46,EPX,Travel Agency,No,0,Online,74,104,Customised Plan,Americas
36,EPX,Travel Agency,Yes,0,Online,25,54,Customised Plan,ASIA
48,C2B,Airlines,No,1.22,Online,10,4.37,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,22,29,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,6.63,Online,11,26.5,Bronze Plan,ASIA
25,C2B,Airlines,Yes,20,Online,10,50,Bronze Plan,ASIA
56,JZI,Airlines,No,9.1,Online,9,26,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,38,26,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,40,156,Customised Plan,EUROPE
32,C2B,Airlines,No,7.13,Online,5,28.5,Silver Plan,ASIA
50,CWT,Travel Agency,No,23.76,Online,14,39.6,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,40,27,Customised Plan,ASIA
37,CWT,Travel Agency,No,210.21,Online,364,323.4,Gold Plan,Americas
60,C2B,Airlines,No,17.13,Online,36,68.5,Bronze Plan,ASIA
42,C2B,Airlines,No,54,Online,365,216,Silver Plan,ASIA
25,C2B,Airlines,No,5.75,Online,17,23,Bronze Plan,ASIA
44,CWT,Travel Agency,Yes,23.76,Online,9,204,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,70,112,Customised Plan,EUROPE
31,CWT,Travel Agency,Yes,35.64,Online,11,59.4,Customised Plan,EUROPE
43,C2B,Airlines,Yes,63.21,Online,376,155,Silver Plan,ASIA
61,C2B,Airlines,Yes,83.25,Online,365,333,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,36,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,12,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,19,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,15,Cancellation Plan,ASIA
42,CWT,Travel Agency,No,35.64,Online,7,59.4,Customised Plan,EUROPE
35,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,17,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,49,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,131,63,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,112,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,35,27,Cancellation Plan,ASIA
35,C2B,Airlines,Yes,18,Online,103,72,Bronze Plan,ASIA
46,EPX,Travel Agency,No,0,Online,198,112,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,8,59,Cancellation Plan,ASIA
27,CWT,Travel Agency,No,23.76,Online,14,39.6,Customised Plan,ASIA
50,EPX,Travel Agency,No,0,Online,76,15,Cancellation Plan,Americas
47,JZI,Airlines,No,6.3,Online,14,18,Bronze Plan,ASIA
48,C2B,Airlines,No,1.84,Online,3,6.56,Customised Plan,ASIA
27,EPX,Travel Agency,No,0,Online,20,20,Customised Plan,ASIA
48,C2B,Airlines,No,8.38,Online,8,33.5,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,43,23,Cancellation Plan,EUROPE
29,C2B,Airlines,Yes,13.38,Online,41,53.5,Bronze Plan,ASIA
33,CWT,Travel Agency,Yes,23.73,Online,10,36.5,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,16,Cancellation Plan,ASIA
40,CWT,Travel Agency,No,23.76,Online,33,39.6,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,24,28,Customised Plan,ASIA
58,EPX,Travel Agency,No,0,Online,99,20,Customised Plan,ASIA
28,C2B,Airlines,No,7.64,Online,66,30.55,Bronze Plan,ASIA
31,CWT,Travel Agency,No,17.82,Online,4,29.7,Customised Plan,EUROPE
31,C2B,Airlines,Yes,72.94,Online,367,291.75,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,33,49,Cancellation Plan,EUROPE
31,CWT,Travel Agency,No,23.76,Online,84,39.6,Customised Plan,Americas
