Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,1,138,22,3,1,721,1,48,3,1,3,2132,11539,4,11,3,2,80,0,7,2,3,5,2,0,1
50,0,939,24,3,1,722,4,95,3,4,3,13973,4161,3,18,3,4,80,1,22,2,3,12,11,1,5
38,0,1391,10,1,1,723,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,0,2,2,1,0,2
46,0,566,7,2,1,724,4,75,3,3,3,10845,24208,6,13,3,2,80,1,13,3,3,8,7,0,7
24,0,1206,17,1,1,725,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,6,3,4,2,3,2
35,1,622,14,4,1,726,3,39,2,1,2,3743,10074,1,24,4,4,80,1,5,2,1,4,2,0,2
31,0,853,1,1,1,727,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,1,3,4,3,0,3
18,0,287,5,2,1,728,2,73,3,1,4,1051,13493,1,15,3,4,80,0,0,2,3,0,0,0,0
54,0,1441,17,3,1,729,3,56,3,3,3,10739,13943,8,11,3,3,80,1,22,2,3,10,7,0,8
35,0,583,25,4,1,730,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,3,2,16,10,10,1
30,0,153,8,2,1,731,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,4,2,8,7,1,7
20,1,1097,11,3,1,732,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,2,3,1,0,0,0
30,1,109,5,3,1,733,2,60,3,1,2,2422,25725,0,17,3,1,80,0,4,3,3,3,2,1,2
26,0,1066,2,2,1,734,4,32,4,2,4,5472,3334,1,12,3,2,80,0,8,2,3,8,7,1,3
22,0,217,8,1,1,735,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,3,2,4,3,1,1
48,0,277,6,3,1,736,1,97,2,2,3,4240,13119,2,13,3,4,80,0,19,0,3,2,2,2,2
48,0,1355,4,4,1,737,3,78,2,3,3,10999,22245,7,14,3,2,80,0,27,3,3,15,11,4,8
41,0,549,7,2,1,738,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,6,3,2,2,2,1
39,0,466,1,1,1,739,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,3,21,6,11,8
27,0,1055,2,4,1,740,1,47,3,2,4,4227,4658,0,18,3,2,80,1,4,2,3,3,2,2,2
35,0,802,10,3,1,741,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,4,2,3,2,1,2
42,0,265,5,2,1,742,4,90,3,5,3,18303,7770,6,13,3,2,80,0,21,3,4,1,0,0,0
50,0,804,9,3,1,743,1,64,3,1,4,2380,20165,4,18,3,2,80,0,8,5,3,1,0,0,0
59,0,715,2,3,1,744,3,69,2,4,4,13726,21829,3,13,3,1,80,0,30,4,3,5,3,4,3
37,1,1141,11,2,1,745,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,2,1,1,0,0,0
55,0,135,18,4,1,746,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,3,8,7,6,7
41,0,247,7,1,1,747,2,55,1,5,3,19973,20284,1,22,4,2,80,2,21,3,3,21,16,5,10
38,0,1035,3,4,1,748,2,42,3,2,4,6861,4981,8,12,3,3,80,0,19,1,3,1,0,0,0
26,1,265,29,2,1,749,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,6,3,2,2,2,2
52,1,266,2,1,1,750,1,57,1,5,4,19845,25846,1,15,3,4,80,1,33,3,3,32,14,6,9
44,0,1448,28,3,1,751,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,2,3,12,11,11,11
50,0,145,1,3,1,752,4,95,3,2,3,6347,24920,0,12,3,1,80,1,19,3,3,18,7,0,13
36,1,885,16,4,1,753,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,1,3,17,13,15,14
39,0,945,22,3,1,754,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,2,3,21,6,2,8
33,0,1038,8,1,1,755,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2,2
45,0,1234,11,2,1,756,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,4,9,3,1,1
32,0,1109,29,4,1,757,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,2,3,8,7,7,7
34,0,216,1,4,1,758,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9
59,0,1089,1,2,1,759,2,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,1,6,4,0,4
45,0,788,24,4,1,760,2,36,3,1,2,2177,8318,1,16,3,1,80,0,6,3,3,6,3,0,4
53,0,124,2,3,1,761,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,2,3,15,7,6,12
36,1,660,15,3,1,762,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,3,2,1,0,0,0
26,1,342,2,3,1,763,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,2,3,3,2,1,2
34,0,1333,10,4,1,764,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,2,3,1,1,0,0
28,0,1144,10,1,1,765,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,5,3,1,0,0,0
38,0,1186,3,4,1,766,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,2,3,2,2,2,2
50,0,1464,2,4,1,767,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,2,8,1,7,7
37,0,124,3,3,1,768,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,3,2,4,3,0,1
40,0,300,26,3,1,769,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5
26,0,921,1,1,1,770,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,5,3,5,3,1,3
46,0,430,1,4,1,771,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,0,3,2,2,2,2
54,0,1082,2,4,1,772,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0
56,0,1240,9,3,1,773,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,4,3,5,4,0,3
36,0,796,12,5,1,774,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,2,14,8,7,8
55,0,444,2,1,1,775,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2
43,0,415,25,3,1,776,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,5,3,1,0,0,0
20,1,769,9,3,1,777,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,3,2,2,0,2
21,1,1334,10,3,1,778,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0
46,0,1003,8,4,1,779,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,2,3,16,13,1,7
51,1,1323,4,4,1,780,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,2,4,10,0,2,7
28,1,1366,24,2,1,781,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,2,10,7,1,9
26,0,192,1,2,1,782,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,2,3,5,3,1,3
30,0,1176,20,3,1,783,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,1,2,6,2,0,2
41,0,509,7,2,1,784,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,3,10,6,0,8
38,0,330,17,1,1,785,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9
40,0,1492,20,4,1,786,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,6,3,11,10,11,1
27,0,1277,8,5,1,787,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2
55,0,1091,2,1,1,788,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2
28,0,857,10,3,1,789,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,4,8,7,1,7
44,1,1376,1,2,1,790,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6
33,0,654,5,3,1,791,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,2,3,3,2,1,2
35,1,1204,4,3,1,792,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,2,3,8,7,4,7
33,1,827,29,4,1,793,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,4,3,13,7,3,8
28,0,895,15,2,1,794,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2
34,0,618,3,1,1,795,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4
37,0,309,10,4,1,796,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,5,3,1,0,0,0
25,1,1219,4,1,1,797,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,3,4,7,7,5,6
26,1,1330,21,3,1,798,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,0,2,1,1,0,0
33,1,1017,25,3,1,799,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,0,3,2,2,2,2
42,0,469,2,2,1,800,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,3,22,6,13,7
28,1,1009,1,3,1,801,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,2,3,1,0,0,0
50,1,959,1,4,1,802,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,4,3,0,0,0,0
33,0,970,7,3,1,803,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2
34,0,697,3,4,1,804,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0
48,0,1262,1,4,1,805,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,3,2,5,4,2,1
45,0,1050,9,4,1,806,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12
52,0,994,7,4,1,807,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0
38,0,770,10,4,1,808,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,2,3,8,7,2,7
29,0,1107,28,4,1,809,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7
28,0,950,3,3,1,810,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,3,2,9,7,1,7
46,0,406,3,1,1,811,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9
38,0,130,2,2,1,812,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,2,3,1,0,0,0
43,0,1082,27,3,1,813,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,1,3,8,7,0,1
39,1,203,2,3,1,814,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5
40,0,1308,14,3,1,815,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,2,4,20,7,4,9
21,0,984,1,1,1,816,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2
39,0,439,9,3,1,817,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3
36,0,217,18,4,1,818,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,0,3,11,9,0,9
31,0,793,20,3,1,819,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,4,3,2,2,2,2
28,0,1451,2,1,1,820,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4
35,0,1182,11,2,1,821,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,3,5,2,0,2
49,0,174,8,4,1,822,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3
34,0,1003,2,2,1,823,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,3,2,3,2,0,2
29,0,490,10,3,1,824,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,2,7,5,1,1
42,0,188,29,3,1,825,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,3,1,0,0,0
29,0,718,8,1,1,826,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2
38,0,433,1,3,1,827,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,2,4,7,6,5,0
28,0,773,6,3,1,828,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2
18,1,247,8,1,1,829,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,0,3,0,0,0,0
33,1,603,9,4,1,830,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,3,5,2,0,3
41,0,167,12,4,1,831,2,46,3,1,4,4766,9051,3,11,3,1,80,1,6,4,3,1,0,0,0
31,1,874,15,3,1,832,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,5,2,2,2,2,2
37,0,367,25,2,1,833,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,2,3,6,2,1,3
27,0,199,6,3,1,834,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,0,3,4,2,2,2
34,0,1400,9,1,1,835,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,3,2,6,5,1,3
35,0,528,8,4,1,836,3,100,3,1,3,4323,7108,1,17,3,2,80,0,6,2,1,5,4,1,4
29,1,408,23,1,1,837,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,3,1,11,8,3,10
40,0,593,9,4,1,838,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,3,2,18,7,2,13
42,1,481,12,3,1,839,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,2,21,9,13,14
42,0,647,4,4,1,840,2,45,3,2,1,5155,2253,7,13,3,4,80,0,9,3,4,6,4,1,5
35,0,982,1,4,1,841,4,58,2,1,3,2258,16340,6,12,3,2,80,1,10,2,3,8,0,1,7
24,0,477,24,3,1,842,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,2,3,4,3,1,2
28,1,1485,12,1,1,843,3,79,3,1,4,2515,22955,1,11,3,4,80,0,1,4,2,1,1,0,0
26,0,1384,3,4,1,844,1,82,4,1,4,4420,13421,1,22,4,2,80,1,8,2,3,8,7,0,7
30,0,852,10,3,1,845,3,72,2,2,3,6578,2706,1,18,3,1,80,1,10,3,3,10,3,1,4
40,0,902,26,2,1,846,3,92,2,2,4,4422,21203,3,13,3,4,80,1,16,3,1,1,1,0,0
35,0,819,2,3,1,847,3,44,2,3,2,10274,19588,2,18,3,2,80,1,15,2,4,7,7,6,4
34,0,669,1,3,1,848,4,97,2,2,1,5343,25755,0,20,4,3,80,0,14,3,3,13,9,4,9
35,0,636,4,4,1,849,4,47,2,1,4,2376,26537,1,13,3,2,80,1,2,2,4,2,2,2,2
43,1,1372,9,3,1,850,1,85,1,2,3,5346,9489,8,13,3,2,80,0,7,2,2,4,3,1,3
32,0,862,2,1,1,851,3,76,3,1,1,2827,14947,1,12,3,3,80,3,1,3,3,1,0,0,0
56,0,718,4,4,1,852,4,92,3,5,1,19943,18575,4,13,3,4,80,1,28,2,3,5,2,4,2
29,0,1401,6,1,1,853,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,5,3,10,8,0,8
19,0,645,9,2,1,854,3,54,3,1,1,2552,7172,1,25,4,3,80,0,1,4,3,1,1,0,0
45,0,1457,7,3,1,855,1,83,3,1,3,4477,20100,4,19,3,3,80,1,7,2,2,3,2,0,2
37,0,977,1,3,1,856,4,56,2,2,4,6474,9961,1,13,3,2,80,1,14,2,2,14,8,3,11
20,0,805,3,3,1,857,1,87,2,1,3,3033,12828,1,12,3,1,80,0,2,2,2,2,2,1,2
44,1,1097,10,4,1,858,3,96,3,1,3,2936,10826,1,11,3,3,80,0,6,4,3,6,4,0,2
53,0,1223,7,2,1,859,4,50,3,5,3,18606,18640,3,18,3,2,80,1,26,6,3,7,7,4,7
29,0,942,15,1,1,860,2,69,1,1,4,2168,26933,0,18,3,1,80,1,6,2,2,5,4,1,3
22,1,1256,3,4,1,861,3,48,2,1,4,2853,4223,0,11,3,2,80,1,1,5,3,0,0,0,0
46,0,1402,2,3,1,862,3,69,3,4,1,17048,24097,8,23,4,1,80,0,28,2,3,26,15,15,9
44,0,111,17,3,1,863,4,74,1,1,3,2290,4279,2,13,3,4,80,0,6,3,3,0,0,0,0
33,0,147,2,3,1,864,2,99,3,1,3,3600,8429,1,13,3,4,80,1,5,2,3,5,4,1,4
41,1,906,5,2,1,865,1,95,2,1,1,2107,20293,6,17,3,1,80,1,5,2,1,1,0,0,0
30,0,1329,29,4,1,866,3,61,3,2,1,4115,13192,8,19,3,3,80,3,8,3,3,4,3,0,3
40,0,1184,2,4,1,867,2,62,3,2,2,4327,25440,5,12,3,4,80,3,5,2,3,0,0,0,0
50,0,1421,2,3,1,868,4,30,3,4,1,17856,9490,2,22,4,3,80,1,32,3,3,2,2,2,2
28,0,1179,19,4,1,869,4,78,2,1,1,3196,12449,1,12,3,3,80,3,6,2,3,6,5,3,3
46,0,1450,15,2,1,870,4,52,3,5,2,19081,10849,5,11,3,1,80,1,25,2,3,4,2,0,3
35,0,1361,17,4,1,871,3,94,3,2,1,8966,21026,3,15,3,4,80,3,15,2,3,7,7,1,7
24,1,984,17,2,1,872,4,97,3,1,2,2210,3372,1,13,3,1,80,1,1,3,1,1,0,0,0
33,0,1146,25,3,1,873,2,82,3,2,3,4539,4905,1,12,3,1,80,1,10,3,2,10,7,0,1
36,0,917,6,4,1,874,3,60,1,1,3,2741,6865,1,14,3,3,80,1,7,4,3,7,7,1,7
30,0,853,7,4,1,875,3,49,3,2,3,3491,11309,1,13,3,1,80,3,10,4,2,10,7,8,9
44,0,200,29,4,1,876,4,32,3,2,4,4541,7744,1,25,4,2,80,0,20,3,3,20,11,13,17
20,0,654,21,3,1,877,3,43,4,1,4,2678,5050,1,17,3,4,80,0,2,2,3,2,1,2,2
46,0,150,2,4,1,878,4,60,3,2,4,7379,17433,2,11,3,3,80,1,12,3,2,6,3,1,4
42,0,179,2,5,1,879,4,79,4,2,1,6272,12858,7,16,3,1,80,1,10,3,4,4,3,0,3
60,0,696,7,4,1,880,2,52,4,2,4,5220,10893,0,18,3,2,80,1,12,3,3,11,7,1,9
32,0,116,13,3,1,881,3,77,2,1,2,2743,7331,1,20,4,3,80,1,2,2,3,2,2,2,2
32,0,1316,2,2,1,882,4,38,3,2,3,4998,2338,4,14,3,4,80,0,10,2,3,8,7,0,7
36,0,363,1,3,1,883,3,77,1,3,1,10252,4235,2,21,4,3,80,1,17,2,3,7,7,7,7
33,0,117,9,3,1,884,1,60,3,1,4,2781,6311,0,13,3,2,80,1,15,5,3,14,10,4,10
40,0,107,10,3,1,885,2,84,2,2,2,6852,11591,7,12,3,2,80,1,7,2,4,5,1,1,3
25,0,1356,10,4,1,886,3,57,3,2,4,4950,20623,0,14,3,2,80,0,5,4,3,4,3,1,1
30,0,1465,1,3,1,887,4,63,3,1,2,3579,9369,0,21,4,1,80,1,12,2,3,11,9,5,7
42,0,458,26,5,1,888,1,60,3,3,1,13191,23281,3,17,3,3,80,0,20,6,3,1,0,0,0
35,0,1212,8,2,1,889,3,78,2,3,4,10377,13755,4,11,3,2,80,1,16,6,2,13,2,4,12
27,0,1103,14,3,1,890,1,42,3,1,1,2235,14377,1,14,3,4,80,2,9,3,2,9,7,6,8
54,0,966,1,4,1,891,4,53,3,3,3,10502,9659,7,17,3,1,80,1,33,2,1,5,4,1,4
44,0,1117,2,1,1,892,1,72,4,1,4,2011,19982,1,13,3,4,80,1,10,5,3,10,5,7,7
19,1,504,10,3,1,893,1,96,2,1,2,1859,6148,1,25,4,2,80,0,1,2,4,1,1,0,0
29,0,1010,1,3,1,894,1,97,3,1,4,3760,5598,1,15,3,1,80,3,3,5,3,3,2,1,2
54,0,685,3,3,1,895,4,85,3,4,4,17779,23474,3,14,3,1,80,0,36,2,3,10,9,0,9
31,0,1332,11,2,1,896,3,80,3,2,1,6833,17089,1,12,3,4,80,0,6,2,2,6,5,0,1
31,0,1062,24,3,1,897,3,96,2,2,1,6812,17198,1,19,3,2,80,0,10,2,3,10,9,1,8
59,0,326,3,3,1,898,3,48,2,2,4,5171,16490,5,17,3,4,80,0,13,2,3,6,1,0,5
43,0,920,3,3,1,899,3,96,1,5,4,19740,18625,3,14,3,2,80,1,25,2,3,8,7,0,7
49,0,1098,4,2,1,900,1,85,2,5,3,18711,12124,2,13,3,3,80,1,23,2,4,1,0,0,0
36,0,469,3,3,1,901,3,46,3,1,2,3692,9256,1,12,3,3,80,0,12,2,2,11,10,0,7
48,0,969,2,2,1,902,4,76,4,1,2,2559,16620,5,11,3,3,80,0,7,4,2,1,0,0,0
27,0,1167,4,2,1,903,1,76,3,1,3,2517,3208,1,11,3,2,80,3,5,2,3,5,3,0,3
29,0,1329,7,3,1,904,3,82,3,2,4,6623,4204,1,11,3,2,80,2,6,2,3,6,0,1,0
48,0,715,1,3,1,905,4,76,2,5,4,18265,8733,6,12,3,3,80,0,25,3,4,1,0,0,0
29,0,694,1,3,1,906,4,87,2,4,4,16124,3423,3,14,3,2,80,2,9,2,2,7,7,1,7
34,0,1320,20,3,1,907,3,89,4,1,3,2585,21643,0,17,3,4,80,0,2,5,2,1,0,0,0
44,0,1099,5,3,1,908,2,88,3,5,2,18213,8751,7,11,3,3,80,1,26,5,3,22,9,3,10
33,0,536,10,5,1,909,4,82,4,3,3,8380,21708,0,14,3,4,80,2,10,3,3,9,8,0,8
19,0,265,25,3,1,910,2,57,4,1,4,2994,21221,1,12,3,4,80,0,1,2,3,1,0,0,1
23,0,373,1,2,1,911,4,47,3,1,3,1223,16901,1,22,4,4,80,1,1,2,3,1,0,0,1
25,1,599,24,1,1,912,3,73,1,1,4,1118,8040,1,14,3,4,80,0,1,4,3,1,0,1,0
26,0,583,4,2,1,913,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,2,8,5,2,2
45,1,1449,2,3,1,914,1,94,1,5,2,18824,2493,2,16,3,1,80,0,26,2,3,24,10,1,11
55,0,177,8,1,1,915,4,37,2,4,2,13577,25592,1,15,3,4,80,1,34,3,3,33,9,15,0
21,1,251,10,2,1,916,1,45,2,1,3,2625,25308,1,20,4,3,80,0,2,2,1,2,2,2,2
46,0,168,4,2,1,917,4,33,2,5,2,18789,9946,2,14,3,3,80,1,26,2,3,11,4,0,8
34,0,131,2,3,1,918,3,86,3,2,1,4538,6039,0,12,3,4,80,0,4,3,3,3,2,0,2
51,0,237,9,3,1,919,4,83,3,5,2,19847,19196,4,24,4,1,80,1,31,5,2,29,10,11,10
59,0,1429,18,4,1,920,4,67,3,3,4,10512,20002,6,12,3,4,80,0,25,6,2,9,7,5,4
34,0,135,19,3,1,921,3,46,3,2,2,4444,22534,4,13,3,3,80,2,15,2,4,11,8,5,10
28,0,791,1,4,1,922,4,44,3,1,3,2154,6842,0,11,3,3,80,0,5,2,2,4,2,0,2
44,0,1199,4,2,1,923,3,92,4,5,1,19190,17477,1,14,3,4,80,2,26,4,2,25,9,14,13
34,0,648,11,3,1,924,3,56,2,2,2,4490,21833,4,11,3,4,80,2,14,5,4,10,9,1,8
35,0,735,6,1,1,925,3,66,3,1,3,3506,6020,0,14,3,4,80,0,4,3,3,3,2,2,2
42,0,603,7,4,1,926,2,78,4,2,2,2372,5628,6,16,3,4,80,0,18,2,3,1,0,0,0
43,0,531,4,4,1,927,4,56,2,3,4,10231,20364,3,14,3,4,80,0,23,3,4,21,7,15,17
36,0,429,2,4,1,928,3,53,3,2,2,5410,2323,9,11,3,4,80,0,18,2,3,16,14,5,12
44,1,621,15,3,1,929,1,73,3,3,4,7978,14075,1,11,3,4,80,1,10,2,3,10,7,0,5
28,0,193,2,3,1,930,4,52,2,1,4,3867,14222,1,12,3,2,80,1,2,2,3,2,2,2,2
51,0,968,6,2,1,931,2,40,2,1,3,2838,4257,0,14,3,2,80,0,8,6,2,7,0,7,7
30,0,879,9,2,1,932,3,72,3,2,3,4695,12858,7,18,3,3,80,0,10,3,3,8,4,1,7
29,1,806,7,3,1,933,2,39,3,1,3,3339,17285,3,13,3,1,80,2,10,2,3,7,7,7,7
28,0,640,1,3,1,934,4,84,3,1,1,2080,4732,2,11,3,2,80,0,5,2,2,3,2,1,2
25,0,266,1,3,1,935,4,40,3,1,2,2096,18830,1,18,3,4,80,0,2,3,2,2,2,2,1
32,0,604,8,3,1,936,3,56,4,2,4,6209,11693,1,15,3,3,80,2,10,4,4,10,7,0,8
45,0,364,25,3,1,937,2,83,3,5,2,18061,13035,3,22,4,3,80,0,22,4,3,0,0,0,0
39,0,412,13,4,1,938,3,94,2,4,2,17123,17334,6,13,3,4,80,2,21,4,3,19,9,15,2
58,0,848,23,4,1,939,1,88,3,1,3,2372,26076,1,12,3,4,80,2,2,3,3,2,2,2,2
32,1,1089,7,2,1,940,4,79,3,2,3,4883,22845,1,18,3,1,80,1,10,3,3,10,4,1,1
39,1,360,23,3,1,941,3,93,3,1,1,3904,22154,0,13,3,1,80,0,6,2,3,5,2,0,3
30,0,1138,6,3,1,942,1,48,2,2,4,4627,23631,0,12,3,1,80,1,10,6,3,9,2,6,7
36,0,325,10,4,1,943,4,63,3,3,3,7094,5747,3,12,3,1,80,0,10,0,3,7,7,1,7
46,0,991,1,2,1,944,4,44,3,1,1,3423,22957,6,12,3,3,80,0,10,3,4,7,6,5,7
28,0,1476,1,3,1,945,3,55,1,2,4,6674,16392,0,11,3,1,80,3,10,6,3,9,8,7,5
50,0,1322,28,3,1,946,4,43,3,4,1,16880,22422,4,11,3,2,80,0,25,2,3,3,2,1,2
40,1,299,25,4,1,947,4,57,2,3,2,9094,17235,2,12,3,3,80,0,9,2,3,5,4,1,0
52,1,1030,5,3,1,948,2,64,3,3,2,8446,21534,9,19,3,3,80,0,10,2,2,8,7,7,7
30,0,634,17,4,1,949,2,95,3,3,1,11916,25927,1,23,4,4,80,2,9,2,3,9,1,0,8
39,0,524,18,2,1,950,1,32,3,2,3,4534,13352,0,11,3,1,80,0,9,6,3,8,7,1,7
31,0,587,2,4,1,951,4,57,3,3,3,9852,8935,1,19,3,1,80,1,10,5,2,10,8,9,6
41,0,256,10,2,1,952,3,40,1,2,2,6151,22074,1,13,3,1,80,0,19,4,3,19,2,11,9
31,1,1060,1,3,1,953,4,54,3,1,2,2302,8319,1,11,3,1,80,0,3,2,4,3,2,2,2
44,1,935,3,3,1,954,1,89,3,1,1,2362,14669,4,12,3,3,80,0,10,4,4,3,2,1,2
42,0,495,2,1,1,955,3,37,3,4,3,17861,26582,0,13,3,4,80,0,21,3,2,20,8,2,10
55,0,282,2,2,1,956,4,58,1,5,3,19187,6992,4,14,3,4,80,1,23,5,3,19,9,9,11
56,0,206,8,4,1,957,4,99,3,5,2,19717,4022,6,14,3,1,80,0,36,4,3,7,3,7,7
40,0,458,16,2,1,958,3,74,3,1,3,3544,8532,9,16,3,2,80,1,6,0,3,4,2,0,0
34,0,943,9,3,1,959,4,86,3,3,4,8500,5494,0,11,3,4,80,1,10,0,2,9,7,1,6
40,0,523,2,3,1,960,3,98,3,2,4,4661,22455,1,13,3,3,80,0,9,4,3,9,8,8,8
41,0,1018,1,3,1,961,3,66,3,2,1,4103,4297,0,17,3,4,80,1,10,2,3,9,3,1,7
35,0,482,4,4,1,962,3,87,3,2,3,4249,2690,1,11,3,2,80,0,9,3,3,9,6,1,1
51,0,770,5,3,1,963,3,84,3,4,2,14026,17588,1,11,3,2,80,1,33,2,3,33,9,0,10
38,0,1009,2,2,1,964,2,31,3,2,1,6893,19461,3,15,3,4,80,1,11,3,3,7,7,1,7
