ID,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
205735,M. Pucciarelli,27,Italy,74,75,6500000,15000,Right,2,3,4,Medium/ High,Lean,ST,10,,2019,5.9,141,62,74,54,72,74,77,69,39,58,78,90,78,90,76,86,74,72,78,48,69,60,32,78,64,55,74,58,32,28,7,5,10,8,8
208295,R. Saïss,28,Morocco,74,74,5500000,55000,Left,1,3,3,Medium/ Medium,Lean,CM,27,30-Aug-16,2020,6.3,185,53,49,73,79,47,67,59,43,79,73,62,64,65,77,65,64,69,74,71,55,81,78,51,73,47,79,76,75,72,10,16,6,11,7
211879,J. Haberer,24,Germany,74,78,7000000,19000,Right,1,3,3,High/ Medium,Lean,RDM,19,01-Jul-16,2020,6.1,170,63,64,56,77,66,77,69,55,70,78,66,63,72,73,59,75,61,86,64,65,59,61,70,75,61,62,46,59,58,14,16,10,15,13
239015,E. Dennis,20,Nigeria,74,85,9500000,15000,Right,1,3,4,Medium/ Low,Normal,RM,42,01-Jul-17,2021,5.9,150,65,76,70,64,56,81,43,41,48,79,93,88,83,74,81,75,88,67,57,66,61,13,70,57,56,59,36,16,17,13,7,11,11,13
183975,J. Kana-Biyik,28,Cameroon,74,75,5000000,13000,Right,2,3,2,Low/ Medium,Stocky,RCB,76,16-Aug-16,2019,6,190,36,20,74,60,30,56,24,19,57,59,63,64,52,70,56,44,74,70,84,38,79,73,35,48,45,71,71,74,70,15,13,15,13,8
239272,V. Barkas,24,Greece,74,77,5000000,1000,Left,1,2,1,Medium/ Medium,Lean,GK,13,01-Jul-16,2022,6.5,201,14,10,14,31,8,12,14,15,29,20,35,34,31,73,29,21,53,39,70,9,36,13,12,58,20,60,17,12,13,72,72,74,74,75
190120,K. Johnsson,28,Sweden,74,74,4000000,16000,Right,1,2,1,Medium/ Medium,Normal,GK,12,01-Jul-16,2020,6.2,185,11,13,19,26,19,16,12,11,38,22,50,49,45,64,32,21,72,45,69,13,35,20,16,49,17,56,15,14,12,75,70,76,76,77
169386,S. Floccari,36,Italy,74,74,2000000,11000,Right,2,3,3,Medium/ Low,Normal,ST,10,19-Jan-17,2023,5.11,174,56,80,75,68,66,71,66,60,48,73,64,65,67,68,70,75,83,54,71,68,48,20,77,60,72,76,25,20,16,8,11,15,10,6
177578,S. Prödl,31,Austria,74,74,3800000,39000,Right,2,2,2,Medium/ Medium,Normal,RCB,15,01-Jul-15,2021,6.5,214,44,34,81,60,22,30,32,38,49,54,32,31,29,68,28,47,34,51,88,32,85,73,37,46,35,68,74,77,74,11,8,12,15,8
210859,V. Laurini,29,France,74,74,4300000,41000,Right,1,3,3,Medium/ Medium,Normal,RB,2,20-Jul-18,2020,5.8,159,70,22,60,66,38,64,59,40,60,68,79,75,78,73,77,47,78,78,66,39,74,74,42,44,41,70,70,76,74,9,11,12,14,12
170923,A. Eschenko,34,Russia,74,74,1600000,1000,Right,1,3,2,High/ Medium,Stocky,RB,38,01-Jul-16,2019,5.9,172,71,61,66,69,39,62,50,49,70,73,75,77,78,73,86,56,50,82,67,50,76,74,65,69,55,74,68,74,74,7,10,14,6,7
178091,S. Okaka,28,Italy,74,74,6000000,48000,Right,2,3,2,High/ High,Stocky,ST,33,01-Sep-16,2021,6.1,198,50,70,77,70,66,69,58,48,29,77,56,71,54,70,45,81,74,65,93,67,73,21,70,62,66,71,29,25,20,7,7,7,5,8
189099,J. Kodjia,28,Ivory Coast,74,74,6000000,21000,Right,1,3,3,High/ Medium,Lean,ST,9,30-Aug-16,2020,6.2,170,49,74,72,67,64,77,56,56,43,70,79,84,78,67,68,74,71,76,77,64,64,26,76,58,71,71,17,26,19,8,14,16,9,13
218540,A. Oyongo,27,Cameroon,74,75,5000000,20000,Left,1,2,3,High/ Medium,Lean,LWB,8,02-Jan-18,2022,5.9,150,69,54,42,67,45,74,69,64,64,72,86,86,88,76,76,68,70,85,59,62,69,65,68,68,59,70,68,72,70,13,11,9,8,8
162220,S. Bolat,29,Turkey,74,75,4400000,9000,Right,1,3,1,Medium/ Medium,Normal,GK,1,17-Jul-17,2020,6.1,183,15,12,39,33,13,17,19,11,41,21,48,38,52,69,43,21,65,26,72,11,35,11,17,53,28,65,13,14,13,72,75,76,71,75
229804,A. Mitriţă,23,Romania,74,80,0,0,Right,1,5,3,High/ Medium,Lean,LW,20,,,5.7,143,63,62,31,70,63,76,68,60,58,76,89,85,89,77,89,73,34,69,50,64,49,22,73,68,46,66,32,21,27,7,15,5,6,11
202157,A. Behich,27,Australia,74,75,5000000,13000,Left,1,4,3,High/ Medium,Normal,LB,16,31-Aug-18,2022,5.7,139,74,65,54,74,57,74,72,55,71,72,84,83,84,66,86,72,73,82,52,62,79,66,63,50,47,65,70,73,74,14,11,11,14,15
208045,O. Tannane,24,Morocco,74,78,7500000,25000,Left,1,4,4,Medium/ Medium,Stocky,LS,21,,2019,5.1,176,63,74,48,70,73,79,81,72,67,76,78,76,77,69,73,83,63,66,71,78,77,33,75,62,70,66,35,32,37,9,6,7,11,10
162221,F. Haroun,32,Belgium,74,74,3200000,11000,Right,1,3,3,High/ High,Normal,LDM,38,01-Jan-17,2020,6.2,165,59,67,69,68,63,68,66,63,66,73,50,64,57,78,51,71,58,91,77,68,78,76,73,70,66,80,84,67,61,9,16,6,7,15
184749,D. Gosling,28,England,74,74,5500000,51000,Right,1,3,3,Medium/ High,Normal,CM,4,01-Jul-14,2021,6,174,68,66,65,78,64,69,57,57,72,73,59,54,62,70,70,71,68,73,65,73,73,73,75,73,61,77,69,69,68,6,15,14,15,6
211119,Pedro Santos,30,Portugal,74,74,5500000,8000,Left,1,5,3,High/ High,Lean,RM,7,08-Aug-17,2019,5.8,139,71,62,60,69,64,75,80,73,62,75,85,82,83,71,74,74,72,77,55,69,63,49,73,70,68,70,59,59,54,14,8,12,12,7
227503,J. Larsen,19,Denmark,74,85,9500000,18000,Right,1,4,3,Medium/ Medium,Normal,LM,34,26-Oct-16,2021,6,165,69,74,61,74,63,75,69,41,54,75,81,85,76,75,73,77,67,72,73,63,68,58,74,68,44,66,55,55,43,14,6,11,11,11
170159,F. Bastians,30,Germany,74,74,4200000,13000,Left,1,3,2,High/ High,Lean,LCB,15,26-Jan-18,2019,6.2,183,74,56,72,72,68,54,69,68,68,56,70,53,66,74,64,73,73,83,77,61,69,75,58,58,65,70,78,74,73,6,8,14,11,12
204464,J. Ralls,24,England,74,79,7500000,34000,Left,1,2,3,Medium/ High,Normal,RCM,8,01-Oct-11,2022,5.1,154,72,67,37,75,61,71,71,70,74,73,66,61,71,74,68,72,49,77,58,69,74,72,65,73,73,67,68,73,69,9,16,13,11,11
223152,S. Vilakazi,28,South Africa,74,74,0,0,Right,1,3,4,High/ Medium,Normal,CM,20,,,5.7,165,64,73,46,73,63,75,66,65,69,74,78,75,66,72,72,68,56,79,63,70,38,29,72,71,34,77,72,42,39,6,7,15,13,12
230320,Victorino Magela,30,Brazil,74,74,3600000,9000,Right,1,2,1,Medium/ Medium,Normal,GK,1,01-Jan-18,2021,6.2,187,9,9,9,16,9,8,8,19,15,21,41,42,32,68,45,21,61,31,81,8,41,25,21,72,16,62,11,8,9,71,72,73,75,76
231600,Marc Navarro,22,Spain,74,81,6500000,33000,Right,1,2,2,High/ Medium,Lean,RB,23,02-Jul-18,2023,6.2,174,76,53,75,74,32,60,62,51,65,74,70,68,63,69,63,71,41,69,69,57,59,73,63,60,35,60,73,75,73,9,12,11,6,8
176048,K. Kamara,33,Sierra Leone,74,74,3500000,9000,Right,1,3,3,Medium/ Low,Lean,ST,23,10-Dec-17,2023,6.2,165,64,73,80,66,68,70,60,42,51,69,74,75,74,73,69,75,92,78,78,64,75,30,75,61,74,71,52,13,18,11,8,11,6,16
209329,Dória,23,Brazil,74,78,6000000,15000,Left,1,2,2,Medium/ Medium,Lean,LCB,21,29-Jul-18,2022,6.2,181,40,53,73,67,20,56,21,29,63,63,63,65,41,65,48,75,69,63,79,40,83,69,48,43,35,68,74,76,73,12,11,10,11,13
230065,S. Serdar,21,Germany,74,82,8000000,19000,Right,1,3,3,Medium/ Medium,Normal,RCM,8,01-Jul-18,2022,6,165,60,56,68,76,50,75,42,45,70,77,67,72,68,73,67,73,68,76,76,68,80,73,66,71,49,70,68,70,66,15,8,5,13,10
223154,O. Tufan,23,Turkey,74,79,6500000,38000,Right,1,3,3,Medium/ Medium,Normal,CDM,8,13-Aug-15,2020,5.1,174,62,55,62,73,55,72,67,65,72,73,72,69,76,70,69,78,68,79,76,73,79,74,74,67,53,76,70,75,71,6,14,8,7,15
234930,Pedro Rebocho,23,Portugal,74,82,7000000,16000,Left,1,2,3,Medium/ Medium,Stocky,LB,5,01-Jul-17,2022,5.7,163,75,45,64,75,49,75,67,68,72,75,74,74,68,69,81,78,81,74,70,69,67,70,63,49,53,70,70,75,74,6,9,6,7,10
201139,I. Strinić,30,Croatia,74,74,4100000,56000,Left,2,4,3,Medium/ Medium,Lean,LB,23,02-Jul-18,2021,6.1,172,76,48,60,70,50,70,62,55,66,74,68,68,69,70,71,68,69,73,75,60,72,76,66,58,61,68,76,76,74,10,8,14,13,10
183475,S. Grytebust,28,Norway,74,75,4500000,10000,Right,1,2,1,Medium/ Medium,Normal,GK,22,18-Feb-16,2019,6.1,181,11,12,13,26,13,14,12,12,29,26,43,40,49,69,43,17,59,23,58,12,35,16,10,62,23,68,20,14,13,74,70,71,73,79
222900,W. Hahn,26,Netherlands,74,78,5000000,7000,Right,1,2,1,Medium/ Medium,Normal,GK,1,01-Jul-17,2020,6.3,194,21,12,14,45,16,19,24,13,40,24,45,50,44,72,49,46,75,38,77,19,36,24,13,53,20,59,12,15,19,75,71,66,68,79
230324,Adrianiscito,26,Brazil,74,74,4000000,18000,Right,1,3,1,Medium/ Medium,Normal,GK,12,01-Jan-18,2021,6.4,194,18,12,20,24,18,8,31,22,20,16,17,18,44,67,22,30,41,15,60,13,36,12,5,37,34,58,20,9,10,68,76,74,77,73
208054,L. Fernández,27,Argentina,74,75,6500000,20000,Right,1,3,3,High/ Medium,Lean,ST,11,13-Jan-16,2019,5.9,163,64,75,69,62,69,81,56,47,55,73,87,75,78,61,70,79,68,82,66,74,53,51,75,72,73,72,44,18,17,11,6,14,12,6
205495,A. Lozano,25,Honduras,74,79,7500000,26000,Right,1,3,3,Medium/ Low,Normal,ST,19,30-Jan-18,2022,6.1,174,51,73,72,70,67,75,55,28,53,71,76,79,69,71,65,68,74,68,81,69,61,14,73,73,67,71,30,40,35,6,6,11,13,8
216247,M. Tisserand,25,DR Congo,74,79,6500000,31000,Right,1,3,3,Medium/ Medium,Normal,CB,32,25-Nov-17,2022,6.3,176,70,56,76,70,54,66,70,37,72,71,68,69,65,75,65,67,72,75,77,59,77,73,68,70,56,66,70,74,72,13,15,8,13,14
165560,M. Ruben,31,Argentina,74,74,5000000,17000,Right,1,4,3,Medium/ Medium,Normal,RS,9,15-Jan-16,2019,5.1,165,60,74,75,66,67,68,64,56,58,73,77,75,71,75,71,73,85,69,75,66,65,46,77,68,74,73,36,40,27,6,16,7,7,11
231352,T. Abraham,20,England,74,85,10000000,59000,Right,1,3,3,Medium/ Medium,Lean,ST,18,,2019,6.3,176,47,76,75,64,54,68,50,42,41,73,71,81,65,73,56,75,69,65,79,64,41,22,74,60,72,70,35,22,15,12,7,8,13,13
186296,R. Neustädter,30,Russia,74,74,4200000,45000,Right,2,4,2,Low/ Medium,Lean,CB,18,06-Jul-16,2019,6.2,179,50,39,73,73,47,62,53,50,69,73,46,39,56,73,51,70,65,77,74,63,66,73,53,69,58,66,74,79,76,6,13,15,13,14
166074,Bebé,27,Portugal,74,74,6000000,18000,Right,1,4,3,Medium/ Low,Normal,LM,14,31-Aug-18,2021,6.3,183,73,73,57,71,69,76,67,73,69,75,76,88,71,70,59,88,67,74,89,70,72,33,68,66,65,67,62,28,20,15,7,8,7,11
198331,M. Vydra,26,Czech Republic,74,76,7000000,43000,Right,1,4,3,Medium/ Medium,Normal,CAM,27,07-Aug-18,2021,5.9,157,64,78,59,69,70,70,69,64,60,74,86,83,80,73,72,72,76,69,60,71,53,31,77,70,79,72,37,28,34,10,11,12,13,15
153275,J. Leca,32,France,74,74,3200000,8000,Right,1,3,1,Medium/ Medium,Stocky,GK,16,01-Jul-18,2020,5.11,165,12,11,13,25,11,13,13,12,29,25,50,41,44,70,45,16,64,24,68,13,45,22,11,27,14,61,18,14,15,72,69,71,75,77
168379,Carmona,30,Spain,74,74,5500000,10000,Right,1,3,3,High/ Medium,Normal,CAM,10,01-Jul-12,2021,5.1,161,80,65,59,79,58,72,79,78,76,76,69,68,71,72,72,71,62,72,68,69,59,55,69,72,80,73,37,44,37,9,14,16,16,6
215228,C. Lema,28,Argentina,74,74,4600000,10000,Right,1,2,2,Medium/ High,Normal,CB,25,01-Jul-18,2023,6.3,198,36,43,90,60,37,32,61,62,66,40,33,34,32,63,30,76,53,61,91,24,85,72,57,54,69,55,77,73,67,11,8,7,14,9
186556,Dentinho,29,Brazil,74,74,5500000,1000,Right,1,4,4,Medium/ Medium,Normal,CAM,9,01-Jul-11,2021,5.9,165,65,67,65,72,69,75,66,46,61,80,81,77,75,73,67,68,55,66,65,73,68,45,72,71,64,72,49,46,42,11,15,16,11,9
214973,L. Villafañez,26,Argentina,74,74,6000000,14000,Right,1,3,3,High/ Low,Normal,RM,19,26-Jan-18,2020,5.7,143,75,67,49,73,66,77,73,70,72,76,78,77,79,69,84,70,59,66,43,64,44,38,68,70,65,66,30,31,29,9,7,11,10,9
236221,D. Brasanac,26,Serbia,74,77,7000000,20000,Right,1,3,3,Medium/ High,Normal,CM,20,,2019,5.1,161,58,61,64,76,52,65,57,59,75,74,61,54,59,79,67,79,67,72,72,63,81,68,76,73,70,77,72,72,70,6,14,9,9,9
176062,S. Kljestan,32,United States,74,74,4400000,8000,Right,2,4,3,Medium/ High,Lean,CAM,16,03-Jan-18,2023,6.1,170,76,66,67,78,64,71,70,73,71,73,60,62,66,74,62,70,75,76,69,71,70,59,74,80,67,73,35,65,59,12,15,11,7,6
214463,W. Morelo,31,Colombia,74,74,5000000,5000,Right,1,3,3,High/ High,Normal,LS,19,30-Jun-17,2021,5.8,154,56,77,66,62,60,69,69,67,57,74,79,81,90,75,77,76,77,72,69,66,50,50,73,66,77,76,37,37,33,10,14,9,11,11
243903,M. Diop,30,Senegal,74,74,5500000,15000,Right,1,3,3,Medium/ Low,Normal,ST,39,18-Jun-18,2019,6.2,198,61,75,78,68,66,73,52,58,61,68,68,74,67,72,55,72,81,77,86,66,51,46,76,69,67,69,31,46,31,13,14,6,6,11
210112,C. Benavente,24,Peru,74,78,7500000,12000,Left,1,5,4,Medium/ Low,Normal,CAM,2,05-Jan-16,2022,5.8,161,65,73,46,71,66,79,73,65,66,75,81,69,88,68,82,68,80,53,42,74,37,30,71,66,58,72,23,43,37,9,6,15,12,7
214209,A. del Valle,29,Colombia,74,74,5500000,5000,Right,1,2,4,Medium/ Low,Normal,RM,7,01-Jul-16,2018,5.9,148,59,76,66,65,74,74,65,59,49,74,79,80,80,70,79,77,63,76,74,74,45,26,72,68,78,72,56,21,19,7,11,14,13,9
204738,R. Ibarra,27,Ecuador,74,74,6000000,48000,Right,1,3,3,High/ High,Normal,RM,30,01-Jul-16,2019,5.9,152,76,60,47,70,64,77,60,61,62,75,89,90,84,67,75,70,69,79,70,68,73,56,64,62,54,63,57,52,46,6,9,14,13,8
214979,J. Musso,24,Argentina,74,80,5500000,14000,Right,1,3,1,Medium/ Medium,Stocky,GK,1,13-Jul-18,2023,6.3,205,20,18,15,31,15,16,16,12,24,20,46,42,32,59,39,18,51,35,70,14,27,18,19,48,25,67,12,14,16,74,72,70,75,77
230339,Padilhisco,26,Brazil,74,74,4800000,12000,Left,1,3,4,Medium/ Medium,Normal,LB,5,01-Jan-18,2021,6,181,74,56,62,67,45,77,66,56,67,76,82,83,71,65,67,62,60,81,72,61,45,66,51,51,55,76,67,75,74,13,8,9,10,12
178628,F. Forestieri,28,Italy,74,74,6000000,29000,Right,1,3,4,High/ Medium,Normal,ST,45,29-Aug-15,2021,5.8,148,64,74,59,73,71,78,70,65,60,78,83,76,92,72,88,75,84,75,65,74,73,42,72,74,69,71,50,53,31,6,6,7,12,8
191173,A. Bedoya,31,United States,74,74,4800000,8000,Right,2,4,3,Medium/ High,Normal,RDM,11,03-Aug-16,2018,5.1,161,67,60,71,80,65,70,55,54,71,73,65,68,73,76,72,74,80,90,62,65,76,74,71,69,64,76,69,61,54,9,14,6,12,6
159175,A. Romao,34,Togo,74,74,1700000,16000,Right,2,3,3,Medium/ High,Normal,RDM,4,23-Jul-18,2020,5.11,163,60,42,71,71,57,64,35,45,66,71,55,60,67,72,70,69,76,76,76,67,85,78,55,70,57,77,68,78,75,14,6,7,13,9
162503,O. Gladkyi,30,Ukraine,74,74,5500000,15000,Right,1,4,3,Medium/ Medium,Lean,ST,9,31-Aug-18,2019,6.2,176,60,81,83,68,64,63,62,31,43,69,72,65,72,78,63,59,75,65,77,70,71,39,78,72,53,65,20,23,22,13,16,6,12,10
231111,A. Hack,24,Germany,74,78,6000000,18000,Left,1,3,2,Medium/ Medium,Normal,CB,42,13-Sep-15,2022,6.4,194,55,27,76,74,26,59,39,31,75,65,68,75,49,72,48,44,67,69,83,29,67,73,32,53,45,69,71,75,73,6,6,5,7,8
176071,D. McCarty,31,United States,74,74,3800000,7000,Right,1,3,3,Medium/ High,Normal,RDM,6,17-Jan-17,2019,5.9,150,59,46,64,76,56,68,66,54,66,70,64,49,72,73,77,68,58,88,67,53,78,72,60,66,66,66,73,72,73,15,6,8,6,11
186567,K. Adénon,32,Benin,74,74,3200000,16000,Right,1,5,2,Medium/ Medium,Lean,RCB,3,01-Jul-15,2020,5.11,159,55,39,75,59,33,37,46,48,61,62,62,60,67,66,69,35,83,69,76,37,80,70,17,50,55,66,76,76,73,12,10,7,15,13
202184,J. Plata,26,Ecuador,74,74,6000000,9000,Right,1,2,3,High/ Medium,Normal,LW,10,01-Jan-13,2018,5.2,134,67,68,58,71,64,74,70,69,64,70,91,85,94,74,90,74,63,71,57,67,52,29,71,74,69,70,34,29,27,11,15,9,13,13
202697,J. Stephens,24,England,74,80,6500000,30000,Right,1,3,2,Medium/ Medium,Lean,CB,5,01-Apr-11,2022,6.1,165,47,36,75,72,34,64,55,58,53,70,57,60,63,73,58,55,63,66,72,42,68,75,47,44,42,65,70,77,74,13,10,11,13,10
222665,M. Ødegaard,19,Norway,74,84,9000000,54000,Left,1,4,5,Medium/ Medium,Lean,RW,11,,2019,5.1,150,74,59,38,75,65,83,74,70,68,85,76,70,78,72,76,55,46,64,33,57,32,48,62,80,59,77,38,31,32,14,15,15,8,10
216778,Rúben Semedo,24,Portugal,74,80,6500000,20000,Right,1,3,2,Medium/ High,Normal,CB,4,,2019,6.2,185,38,43,74,67,51,64,22,26,60,65,66,70,65,70,51,70,77,69,78,58,84,76,48,48,38,69,62,76,75,10,14,13,7,15
217546,Sequeira,27,Portugal,74,74,4600000,12000,Left,1,3,3,Medium/ Medium,Normal,LB,5,01-Jul-17,2021,6,174,77,49,59,70,46,68,76,68,62,72,66,71,62,73,64,72,61,81,71,67,66,76,57,44,64,65,73,75,72,7,10,15,10,10
224202,I. Chochev,25,Bulgaria,74,77,7000000,4000,Left,1,4,3,High/ High,Lean,CM,18,11-Jul-14,2020,6.2,176,61,67,76,76,56,73,62,55,73,75,64,70,64,69,53,75,70,83,75,71,71,68,67,71,59,66,68,68,69,7,9,14,14,12
190666,M. Gulde,27,Germany,74,75,5500000,19000,Right,1,2,2,Medium/ Medium,Normal,RCB,5,01-Jul-16,2022,6,172,47,36,68,63,54,52,45,30,58,61,64,67,66,75,65,50,83,63,72,34,69,77,45,47,44,66,73,76,74,10,10,6,16,15
192202,Bruno César,29,Brazil,74,74,5500000,12000,Left,1,3,3,Medium/ Medium,Stocky,LM,11,04-Jan-16,2020,5.1,165,79,70,58,79,74,80,82,82,77,79,60,61,65,70,77,84,54,53,68,78,76,69,70,77,69,75,66,66,65,16,16,7,13,8
198347,F. Jara,29,Argentina,74,74,5500000,29000,Right,1,3,3,Medium/ Medium,Normal,ST,29,08-Sep-15,2022,5.11,168,67,75,70,72,72,75,70,50,65,76,77,78,77,68,64,76,69,72,68,73,60,28,73,65,72,70,19,29,29,13,16,10,9,10
201931,Gabrìel,25,Brazil,74,78,5000000,3000,Right,1,2,1,Medium/ Medium,Lean,GK,22,18-Aug-18,2022,6.4,198,14,5,12,32,10,20,12,12,17,23,38,34,51,69,48,15,72,34,60,19,28,25,10,45,22,65,16,19,13,77,73,65,69,79
203979,M. Bakalorz,28,Germany,74,74,4600000,27000,Right,1,4,2,Medium/ Medium,Normal,RDM,6,01-Jul-16,2019,5.11,172,44,56,65,71,60,65,42,52,68,67,65,64,66,72,71,85,81,84,76,75,86,73,61,65,64,68,78,75,74,15,15,7,12,15
227275,A. Rossi,22,Argentina,74,82,6000000,12000,Right,1,2,1,Medium/ Medium,Normal,GK,1,02-Feb-17,2021,6.4,209,16,12,18,29,15,19,17,21,24,21,44,45,36,76,37,24,61,31,71,20,22,25,17,31,22,48,22,19,16,72,69,60,76,75
217036,Álex Moreno,25,Spain,74,79,6000000,15000,Left,1,3,3,High/ Medium,Lean,LB,7,16-Jul-14,2021,5.1,150,72,64,70,72,65,78,69,57,64,74,76,79,79,71,77,58,66,90,39,60,49,66,71,62,70,59,74,73,69,15,7,12,11,9
220620,F. Hadergjonaj,23,Switzerland,74,80,6500000,30000,Right,1,3,3,High/ Medium,Lean,RWB,33,01-Jul-18,2020,6,161,76,47,63,72,41,69,44,42,68,73,81,78,71,69,71,59,70,76,61,41,64,68,57,64,44,63,67,73,72,15,6,12,8,11
162508,O. Kucher,35,Ukraine,74,74,1300000,9000,Right,1,3,2,Low/ High,Normal,CB,50,16-Aug-17,2019,6,170,42,49,72,73,64,42,43,42,69,62,51,50,51,73,66,59,62,74,74,49,69,82,56,62,33,71,78,71,74,6,16,8,8,15
187084,M. Diouf,30,Senegal,74,74,5500000,40000,Right,2,3,3,High/ High,Normal,ST,18,01-Jul-14,2020,6.1,174,64,70,77,66,66,65,57,36,44,65,87,89,77,71,60,75,86,90,82,65,81,67,75,67,75,67,62,69,65,1,1,1,1,1
200653,G. Burdisso,29,Argentina,74,74,4400000,18000,Right,1,3,2,Medium/ High,Normal,CB,3,05-Jul-18,2022,6.2,181,41,39,79,62,36,42,50,11,50,60,34,38,47,69,37,67,47,71,87,21,80,71,31,51,48,66,73,75,73,10,14,14,8,8
203725,V. Misidjan,24,Netherlands,74,77,7000000,20000,Right,1,4,3,High/ Medium,Lean,RM,24,31-Aug-18,2021,5.8,134,68,73,41,68,61,77,70,65,54,74,89,87,88,69,84,62,71,67,37,59,35,32,72,64,54,66,29,24,22,12,7,8,10,7
214477,A. Correa,33,Colombia,74,74,2300000,3000,Right,1,3,2,Medium/ High,Normal,LCB,5,03-Jul-18,2023,5.11,163,30,45,76,67,27,50,30,28,64,60,76,67,69,71,79,65,65,84,86,40,70,77,50,45,65,76,76,70,67,14,12,13,10,13
150477,R. Salin,33,France,74,74,2800000,9000,Left,1,2,1,Medium/ Medium,Lean,GK,19,29-Jul-17,2019,6.2,168,11,11,16,36,13,14,11,15,23,13,28,34,53,73,45,23,70,38,67,13,45,26,16,59,11,60,20,13,16,78,64,68,74,79
239053,F. Valverde,19,Uruguay,74,84,8500000,46000,Right,1,3,3,Medium/ Medium,Normal,CM,5,22-Jul-16,2021,6,172,49,67,48,78,38,70,51,48,81,74,69,68,51,69,64,77,49,68,56,77,59,68,61,75,42,70,70,67,50,6,10,6,15,8
209102,M. Etxeberría,26,Paraguay,74,74,0,0,Left,1,4,4,High/ Low,Lean,LM,10,,,6,170,77,47,63,75,73,78,74,72,69,75,76,84,79,74,74,69,62,75,65,70,75,60,76,62,70,76,28,69,69,13,13,16,14,7
210384,R. Haps,25,Netherlands,74,77,6000000,11000,Left,1,3,3,High/ Medium,Normal,LB,5,18-Jul-17,2022,5.9,146,72,47,55,67,49,75,65,47,60,72,85,90,81,73,80,66,73,80,64,53,75,72,70,55,50,68,70,72,70,13,8,15,6,13
212432,Cho Hyun Woo,26,Korea Republic,74,76,4700000,5000,Right,1,3,1,Medium/ Medium,Lean,GK,21,01-Jan-13,2023,6.2,165,11,18,16,28,18,12,19,15,23,18,51,50,21,70,50,19,54,29,33,14,19,17,12,65,19,63,29,18,16,75,71,59,74,76
153296,Y. Gourcuff,31,France,74,74,4900000,14000,Right,2,4,4,Medium/ Medium,Normal,CAM,28,20-Jul-18,2019,6.1,181,72,62,69,78,69,75,78,76,77,76,50,51,72,72,68,75,52,61,67,72,66,50,70,80,74,76,47,52,43,11,7,5,9,13
230354,Jesus Andradaldo,26,Brazil,74,74,4800000,21000,Right,1,3,3,Medium/ Medium,Normal,RB,2,01-Jan-18,2021,5.1,161,68,36,75,76,54,75,65,49,67,69,69,76,80,68,58,56,77,76,58,55,82,73,58,56,48,67,75,74,77,13,10,17,13,15
187858,P. Mpoku,26,DR Congo,74,74,6000000,15000,Right,1,4,4,Medium/ Low,Normal,LM,40,03-Jul-17,2021,5.11,174,71,71,54,73,74,78,76,78,68,75,72,70,69,70,71,82,75,72,73,77,60,52,71,75,79,76,37,50,41,8,11,7,10,13
216019,D. Musto,31,Argentina,74,74,3800000,18000,Right,1,3,2,Medium/ Medium,Stocky,CDM,23,,2019,6,176,54,34,68,79,32,62,35,50,76,66,42,49,52,73,49,70,65,79,77,67,78,69,59,59,40,55,68,75,68,11,14,9,14,9
228819,M. Vargas,21,Argentina,74,85,9500000,12000,Right,1,3,4,High/ Medium,Normal,LW,26,01-May-15,2020,5.6,146,72,70,39,71,59,78,56,53,69,78,90,80,85,63,87,70,67,86,48,64,42,28,67,73,69,74,43,40,35,10,13,14,10,7
209620,A. Baba,23,Ghana,74,79,6500000,56000,Left,2,2,3,High/ Medium,Lean,LB,14,,2019,5.1,154,76,48,67,72,41,75,67,23,67,75,79,78,77,74,75,59,75,68,64,47,73,71,63,55,42,69,70,74,74,12,11,6,11,10
151508,S. Davis,33,Northern Ireland,74,74,3300000,39000,Right,2,3,3,Medium/ High,Normal,RCM,8,06-Jul-12,2019,5.8,154,72,58,53,79,64,74,73,69,75,75,60,51,72,77,75,63,74,63,57,63,74,67,66,75,62,83,60,66,67,9,7,13,9,11
223188,S. Özbayraklı,28,Turkey,74,74,4400000,47000,Right,1,2,3,Medium/ Medium,Normal,RB,2,01-Jul-15,2019,5.7,157,76,47,64,72,50,72,74,39,65,72,79,82,82,69,72,79,74,83,66,74,78,70,66,68,40,67,68,70,70,8,7,10,16,13
209621,Mattheus Oliveira,23,Brazil,74,79,7500000,10000,Left,1,4,3,Medium/ Medium,Lean,RCM,16,,2019,6,168,71,62,57,77,65,75,74,70,74,80,65,64,68,69,67,71,55,72,69,72,50,56,66,74,67,64,50,58,44,16,8,12,6,7
192725,M. Le Marchand,28,France,74,74,4400000,43000,Left,2,3,2,Medium/ High,Lean,LB,20,12-Jul-18,2022,6.1,172,68,32,73,75,38,62,42,40,72,71,68,70,64,75,64,56,75,76,73,33,76,74,27,63,42,74,74,76,70,13,13,15,7,15
