Observation,Dist_Taxi,Dist_Market,Dist_Metro,Store_Area,Items_Available,Coupon_Category,Daily_Customer_Count,Store_Sales
389,6469.0,10114.0,11295.0,1111.0,1322.0,CAT A,610,65500
390,7754.0,9915.0,9861.0,1078.0,1305.0,CAT A,1190,55530
391,9689.0,10159.0,11554.0,1876.0,2254.0,CAT C,1340,21650
392,13015.0,15026.0,15586.0,1909.0,2306.0,CAT C,820,31940
393,5944.0,7143.0,12384.0,1940.0,2343.0,CAT A,1130,84690
394,3132.0,8369.0,8805.0,1391.0,1683.0,CAT B,890,68390
395,7508.0,10841.0,11927.0,1496.0,1774.0,CAT A,810,75490
396,3772.0,6427.0,10119.0,1412.0,1699.0,CAT B,680,39200
397,12545.0,14209.0,16889.0,1121.0,1345.0,CAT A,320,85670
398,12012.0,8507.0,12364.0,1691.0,2026.0,CAT C,700,60530
399,11605.0,12579.0,16088.0,1599.0,1946.0,CAT B,940,78090
401,9154.0,12441.0,14070.0,1208.0,1467.0,CAT B,910,50720
402,9468.0,11604.0,13764.0,1454.0,1737.0,CAT C,870,23090
403,8044.0,14513.0,15360.0,1555.0,1881.0,CAT A,1260,91360
404,7317.0,7638.0,13712.0,1554.0,1852.0,CAT B,440,48120
405,6860.0,12712.0,12638.0,1491.0,1800.0,CAT A,980,75620
406,7270.0,9499.0,11654.0,1415.0,1697.0,CAT B,1200,39420
407,6832.0,13517.0,9360.0,1487.0,1801.0,CAT B,890,51130
408,6830.0,12550.0,12612.0,1339.0,1589.0,CAT C,1050,33890
409,7823.0,9200.0,13495.0,1320.0,1562.0,CAT A,610,87170
410,8773.0,13547.0,15551.0,1509.0,1799.0,CAT A,960,38600
411,6947.0,9487.0,10385.0,1406.0,1680.0,CAT A,860,60980
412,7083.0,7275.0,10474.0,1264.0,1502.0,CAT A,800,79410
413,10057.0,8292.0,13595.0,1905.0,2280.0,CAT B,1060,82350
414,7214.0,13739.0,13314.0,1209.0,1464.0,CAT C,600,36740
415,7935.0,7911.0,10691.0,1546.0,1829.0,CAT B,380,27720
416,5787.0,14151.0,14705.0,1689.0,2044.0,CAT C,1140,32260
417,9259.0,8471.0,12891.0,1153.0,1381.0,CAT B,730,53270
418,11445.0,5955.0,13648.0,2063.0,2493.0,CAT C,810,51480
419,6650.0,8409.0,12131.0,1848.0,2254.0,CAT B,1000,59970
420,6858.0,12850.0,12287.0,1718.0,2056.0,CAT A,1220,83600
421,11309.0,8252.0,13199.0,1480.0,1773.0,CAT B,360,63020
422,5727.0,5902.0,10754.0,1439.0,1724.0,CAT A,900,50920
423,9328.0,13093.0,12841.0,1576.0,1896.0,CAT B,750,56450
424,4049.0,4402.0,8614.0,1948.0,2374.0,CAT A,930,89540
425,5440.0,12550.0,11734.0,1613.0,1893.0,CAT C,1180,46030
427,12977.0,12302.0,16496.0,896.0,1059.0,CAT A,870,75110
428,11246.0,10333.0,13997.0,1625.0,1943.0,CAT A,680,74520
429,16233.0,15074.0,18566.0,1303.0,1587.0,CAT A,1310,102310
430,6824.0,6352.0,8577.0,1340.0,1605.0,CAT B,1000,53400
431,4127.0,8367.0,9533.0,1410.0,1704.0,CAT B,1130,59760
432,6214.0,14164.0,14555.0,1432.0,1719.0,CAT B,990,49540
433,12322.0,10530.0,16409.0,1891.0,2280.0,CAT C,360,51560
434,5389.0,10389.0,11111.0,1322.0,1583.0,CAT A,720,49510
435,5900.0,10980.0,12617.0,1378.0,1670.0,CAT C,950,58610
436,11537.0,13214.0,17191.0,1462.0,1732.0,CAT A,840,68260
437,12794.0,17541.0,20046.0,1440.0,1733.0,CAT A,1120,65310
438,9405.0,12156.0,15118.0,1421.0,1724.0,CAT A,920,52090
439,5508.0,7881.0,10157.0,1280.0,1530.0,CAT C,1240,43860
440,13275.0,9872.0,15303.0,1431.0,1710.0,CAT A,840,74170
442,7807.0,9674.0,12678.0,1161.0,1404.0,CAT C,430,58380
443,8634.0,11628.0,12786.0,1175.0,1405.0,CAT A,810,91200
444,11031.0,12462.0,13010.0,1395.0,1662.0,CAT A,920,90940
445,6266.0,13767.0,12066.0,1443.0,1755.0,CAT C,880,49330
446,5359.0,8372.0,11239.0,1247.0,1523.0,CAT C,1350,53500
447,9569.0,10441.0,12905.0,1788.0,2133.0,CAT B,1000,54590
448,6465.0,10915.0,10058.0,1138.0,1375.0,CAT B,1220,57450
449,10068.0,10816.0,13429.0,1709.0,2042.0,CAT C,430,33240
450,5499.0,10606.0,10603.0,1777.0,2145.0,CAT A,520,80790
451,8395.0,12601.0,13089.0,1612.0,1918.0,CAT B,580,61000
452,9204.0,10843.0,14663.0,1618.0,1943.0,CAT B,460,47620
453,6885.0,7314.0,10673.0,1311.0,1571.0,CAT B,470,72090
454,5728.0,10253.0,11216.0,1365.0,1638.0,CAT A,680,102920
455,6669.0,11500.0,11948.0,1249.0,1503.0,CAT A,950,61970
456,4846.0,9003.0,10135.0,1373.0,1635.0,CAT A,840,61040
457,8850.0,10060.0,11765.0,1536.0,1836.0,CAT B,990,52060
458,12862.0,12087.0,17686.0,1744.0,2101.0,CAT A,520,69570
459,13925.0,14473.0,17746.0,1513.0,1820.0,CAT B,520,66020
460,11082.0,12407.0,14913.0,1297.0,1561.0,CAT B,1070,40000
461,3971.0,7129.0,5913.0,1908.0,2304.0,CAT A,990,79500
462,7136.0,8734.0,9830.0,1721.0,2076.0,CAT A,710,76300
463,6736.0,13652.0,12823.0,1243.0,1491.0,CAT A,430,69030
464,10701.0,15780.0,15366.0,1472.0,1766.0,CAT B,1290,57140
465,9089.0,14320.0,13391.0,1307.0,1570.0,CAT B,1080,41710
466,7753.0,8307.0,13508.0,1628.0,1959.0,CAT C,890,71480
467,10162.0,10094.0,12564.0,1556.0,1869.0,CAT C,1000,33010
468,9393.0,11121.0,12596.0,1179.0,1428.0,CAT A,1290,74570
469,10272.0,8355.0,13586.0,1768.0,2123.0,CAT B,860,49590
470,7265.0,12325.0,12060.0,1378.0,1656.0,CAT A,1010,73170
471,7457.0,12005.0,13976.0,1685.0,2015.0,CAT A,1160,79220
472,6475.0,8198.0,9766.0,1474.0,1759.0,CAT A,880,75880
473,8032.0,7922.0,9846.0,1794.0,2137.0,CAT B,670,67610
474,10709.0,10849.0,17155.0,1086.0,1291.0,CAT A,930,69090
475,4783.0,11103.0,9602.0,1808.0,2154.0,CAT C,990,35220
476,5381.0,5177.0,8992.0,1501.0,1790.0,CAT B,450,53940
477,5258.0,9505.0,8580.0,1353.0,1598.0,CAT B,690,56660
478,8799.0,10559.0,14496.0,1455.0,1757.0,CAT A,650,67520
479,10063.0,10671.0,14466.0,1165.0,1411.0,CAT C,1020,38620
481,11238.0,14329.0,15943.0,1332.0,1610.0,CAT C,880,38890
482,6284.0,11514.0,11302.0,1396.0,1668.0,CAT A,760,79270
483,6855.0,11349.0,11719.0,1513.0,1821.0,CAT C,690,42880
484,9914.0,11558.0,16360.0,1618.0,1940.0,CAT C,630,44240
485,7971.0,8165.0,12202.0,1845.0,2233.0,CAT B,370,43190
487,5845.0,5999.0,10472.0,1172.0,1411.0,CAT A,460,74550
489,9881.0,12215.0,14248.0,1436.0,1737.0,CAT B,770,57090
490,7132.0,9530.0,11594.0,1738.0,2065.0,CAT B,750,56480
491,6063.0,8269.0,10928.0,2229.0,2667.0,CAT A,660,87410
492,11487.0,12958.0,17196.0,1490.0,1783.0,CAT A,730,81370
493,11888.0,15672.0,16427.0,1060.0,1279.0,CAT A,670,97360
494,3553.0,6062.0,7649.0,2015.0,2436.0,CAT B,680,77960
495,9590.0,10173.0,13574.0,1611.0,1919.0,CAT A,960,71240
496,11139.0,14537.0,17452.0,1187.0,1417.0,CAT C,1230,58940
497,12787.0,12142.0,15454.0,1430.0,1690.0,CAT A,800,78950
498,8193.0,12666.0,14844.0,1543.0,1840.0,CAT C,450,36380
499,10452.0,10978.0,16079.0,1836.0,2195.0,CAT C,940,45160
500,9337.0,9865.0,11171.0,1463.0,1764.0,CAT B,1060,69050
501,7531.0,15408.0,14394.0,1213.0,1462.0,CAT B,560,56830
502,8558.0,13467.0,15079.0,1244.0,1480.0,CAT A,860,93530
504,7905.0,10054.0,15182.0,1745.0,2108.0,CAT B,730,46920
505,5044.0,9458.0,12063.0,933.0,1121.0,CAT A,940,55990
506,8346.0,11640.0,12725.0,1764.0,2132.0,CAT C,920,40840
507,5464.0,7752.0,11406.0,1675.0,2002.0,CAT B,1050,64990
508,7678.0,14228.0,14778.0,1688.0,2046.0,CAT B,380,53550
509,7205.0,9682.0,13179.0,1842.0,2204.0,CAT C,930,51320
510,8344.0,8916.0,11192.0,1316.0,1597.0,CAT C,980,36560
511,6049.0,11589.0,10343.0,1440.0,1719.0,CAT B,580,66050
512,10814.0,14071.0,17512.0,1760.0,2111.0,CAT C,680,52400
513,6390.0,10143.0,9685.0,1323.0,1571.0,CAT C,850,27970
514,2992.0,5718.0,5446.0,1230.0,1466.0,CAT C,730,67100
515,9363.0,13333.0,14529.0,1540.0,1838.0,CAT C,570,43710
516,8865.0,8515.0,12294.0,1167.0,1388.0,CAT B,620,38600
517,7127.0,8762.0,10749.0,1429.0,1695.0,CAT B,890,53890
518,10670.0,10435.0,16607.0,1491.0,1770.0,CAT C,800,52610
519,9172.0,14024.0,12540.0,1313.0,1574.0,CAT B,920,43130
520,9800.0,9133.0,13657.0,1609.0,1943.0,CAT B,920,40300
521,7998.0,12742.0,13303.0,1109.0,1342.0,CAT B,760,49750
522,4068.0,7624.0,6764.0,1207.0,1440.0,CAT B,500,43840
523,10531.0,11054.0,15189.0,902.0,1087.0,CAT A,680,56820
524,8588.0,13937.0,8728.0,1191.0,1422.0,CAT C,770,36350
525,9074.0,7556.0,12666.0,1335.0,1601.0,CAT B,460,50820
526,7073.0,14107.0,14781.0,1382.0,1660.0,CAT A,1070,83720
527,2756.0,5325.0,6808.0,1588.0,1906.0,CAT B,450,46970
528,6756.0,5976.0,9051.0,1918.0,2284.0,CAT B,310,78020
529,7360.0,8950.0,13140.0,1484.0,1774.0,CAT B,880,45080
530,6934.0,14287.0,12528.0,1334.0,1607.0,CAT C,370,55160
531,6569.0,13470.0,12541.0,1556.0,1846.0,CAT A,760,72020
532,6979.0,10242.0,10270.0,1784.0,2142.0,CAT B,950,64010
533,5584.0,10514.0,11003.0,1244.0,1477.0,CAT B,890,27840
534,6750.0,11495.0,13016.0,1496.0,1787.0,CAT C,800,58070
535,10320.0,11719.0,14343.0,1719.0,2058.0,CAT B,700,51760
536,8590.0,11229.0,12737.0,1678.0,2022.0,CAT B,1050,66050
537,5991.0,12588.0,12015.0,1247.0,1490.0,CAT B,330,65750
538,7056.0,10860.0,12856.0,1191.0,1421.0,CAT B,980,65820
539,7765.0,7313.0,10302.0,1832.0,2208.0,CAT B,1090,46760
540,7894.0,11648.0,10009.0,1271.0,1523.0,CAT A,1140,50940
541,11999.0,12241.0,14575.0,1735.0,2084.0,CAT A,820,56440
542,8063.0,11923.0,12361.0,1627.0,1948.0,CAT C,890,32610
543,6493.0,14696.0,14315.0,1351.0,1616.0,CAT B,650,62770
544,7669.0,10444.0,12941.0,1520.0,1817.0,CAT A,850,63600
545,4116.0,11266.0,11661.0,1490.0,1788.0,CAT C,360,45840
547,9089.0,9503.0,13179.0,1777.0,2117.0,CAT B,780,38280
548,7996.0,6753.0,9959.0,1688.0,2037.0,CAT B,590,50960
549,9916.0,12241.0,15485.0,1537.0,1836.0,CAT C,670,39480
550,10340.0,14340.0,17721.0,1622.0,1968.0,CAT C,340,69610
551,6514.0,11008.0,11301.0,1148.0,1384.0,CAT B,730,47800
553,8230.0,10705.0,11862.0,1001.0,1194.0,CAT C,1210,44890
554,16850.0,15553.0,22407.0,1857.0,2236.0,CAT A,1280,67420
555,11014.0,10848.0,14405.0,1552.0,1869.0,CAT A,710,78870
556,8917.0,9699.0,11425.0,1700.0,2064.0,CAT A,940,70310
557,9927.0,11760.0,12555.0,1554.0,1844.0,CAT C,670,38530
558,9059.0,11486.0,11984.0,1482.0,1777.0,CAT A,800,77570
559,14005.0,9744.0,17121.0,1275.0,1517.0,CAT B,790,59920
560,6427.0,13284.0,13775.0,1642.0,1981.0,CAT C,720,54450
561,6440.0,10689.0,13561.0,1381.0,1633.0,CAT C,1270,50250
562,3167.0,9659.0,8682.0,1381.0,1634.0,CAT B,930,30790
563,5579.0,11928.0,11294.0,1057.0,1262.0,CAT C,1490,35420
564,5876.0,13703.0,7564.0,1192.0,1445.0,CAT B,810,43470
565,11812.0,13363.0,17040.0,1601.0,1920.0,CAT C,600,61000
566,10881.0,13649.0,15717.0,1622.0,1968.0,CAT A,210,64780
568,2314.0,8933.0,8231.0,1607.0,1909.0,CAT C,460,39030
569,9559.0,9796.0,13278.0,2214.0,2647.0,CAT B,740,65900
570,4113.0,12277.0,10937.0,1633.0,1936.0,CAT B,1320,46050
571,8836.0,10580.0,14360.0,1546.0,1845.0,CAT B,760,59070
572,9281.0,8825.0,11191.0,1475.0,1753.0,CAT B,920,44670
573,10724.0,14028.0,16129.0,1270.0,1519.0,CAT A,920,58390
574,9109.0,10436.0,11963.0,1185.0,1420.0,CAT A,880,80370
575,9684.0,11953.0,15162.0,1614.0,1938.0,CAT B,1110,53230
576,8363.0,11994.0,12873.0,1141.0,1353.0,CAT A,1370,72000
577,9021.0,11522.0,13615.0,1244.0,1481.0,CAT A,410,84040
578,7175.0,5750.0,12044.0,869.0,1050.0,CAT B,850,52540
579,11897.0,12621.0,15693.0,2049.0,2465.0,CAT B,720,63510
580,5266.0,6740.0,8531.0,1883.0,2262.0,CAT B,570,42240
581,9547.0,11233.0,13642.0,1526.0,1842.0,CAT C,690,39580
582,5277.0,9221.0,9414.0,1165.0,1390.0,CAT B,1220,54610
583,10453.0,11981.0,14868.0,1832.0,2185.0,CAT A,840,87330
584,6736.0,14813.0,14125.0,1723.0,2072.0,CAT A,560,88410
585,1648.0,4950.0,6583.0,932.0,1138.0,CAT B,820,89760
586,3784.0,10365.0,9878.0,1137.0,1374.0,CAT A,700,101780
587,11335.0,12652.0,15503.0,1231.0,1472.0,CAT B,810,70290
588,11826.0,16146.0,16532.0,1237.0,1512.0,CAT A,1070,88210
589,10961.0,17111.0,15477.0,1371.0,1650.0,CAT A,540,87160
590,7570.0,8829.0,12505.0,1767.0,2158.0,CAT B,530,41540
591,5738.0,8270.0,10242.0,1748.0,2092.0,CAT B,580,49170
592,6237.0,10793.0,12774.0,1212.0,1440.0,CAT B,500,63950
593,8081.0,9852.0,14028.0,1466.0,1743.0,CAT A,1200,70810
594,6344.0,9442.0,14746.0,1152.0,1386.0,CAT B,980,49590
595,11139.0,11743.0,15206.0,1439.0,1703.0,CAT B,1000,67290
597,7284.0,11172.0,13742.0,2026.0,2400.0,CAT C,720,51240
598,6270.0,11440.0,9163.0,1772.0,2146.0,CAT B,1030,48540
599,2017.0,8473.0,9077.0,1511.0,1822.0,CAT B,420,72410
600,5908.0,10764.0,11187.0,1199.0,1461.0,CAT B,1070,54370
601,8655.0,10639.0,14020.0,1834.0,2184.0,CAT A,830,94460
602,13070.0,16770.0,19497.0,1143.0,1375.0,CAT A,940,85160
603,7348.0,6714.0,10920.0,1494.0,1794.0,CAT C,550,52130
604,12951.0,12503.0,15166.0,1770.0,2131.0,CAT B,1140,54650
605,5212.0,9235.0,9335.0,1455.0,1747.0,CAT A,750,69320
606,6177.0,6009.0,9642.0,1141.0,1372.0,CAT B,620,51480
607,9374.0,13102.0,13706.0,1586.0,1886.0,CAT C,660,50060
608,6967.0,12104.0,11007.0,1701.0,2034.0,CAT A,660,62180
609,10314.0,12431.0,12349.0,1860.0,2246.0,CAT A,410,79780
610,3543.0,7722.0,8175.0,1167.0,1406.0,CAT C,440,42860
611,3685.0,6787.0,8033.0,1424.0,1716.0,CAT B,630,54410
612,12580.0,14692.0,17517.0,1710.0,2053.0,CAT B,730,69390
613,8176.0,12223.0,14233.0,1408.0,1708.0,CAT B,220,42810
614,9015.0,9628.0,12697.0,1517.0,1831.0,CAT C,610,30840
615,7002.0,8425.0,11450.0,1227.0,1476.0,CAT B,720,56260
616,8272.0,8092.0,12626.0,1609.0,1930.0,CAT B,740,76470
617,9726.0,11935.0,15318.0,1553.0,1831.0,CAT C,740,35680
618,5572.0,13280.0,11351.0,1814.0,2174.0,CAT A,770,90070
619,10440.0,11464.0,15648.0,1240.0,1493.0,CAT B,590,33120
620,5189.0,9059.0,10863.0,1206.0,1437.0,CAT A,1330,54060
621,9935.0,15807.0,18595.0,1847.0,2186.0,CAT B,910,75120
622,7300.0,12541.0,13715.0,1009.0,1202.0,CAT C,330,41600
623,4619.0,10768.0,11787.0,1624.0,1946.0,CAT C,870,20270
624,10773.0,12323.0,16823.0,1612.0,1931.0,CAT B,790,60060
625,11124.0,8732.0,14790.0,1498.0,1805.0,CAT A,1270,82270
626,10489.0,12274.0,13086.0,946.0,1125.0,CAT B,590,29170
627,8270.0,14406.0,15231.0,1563.0,1872.0,CAT A,1080,68420
628,5985.0,12402.0,11559.0,1664.0,2016.0,CAT B,830,59130
629,4955.0,12586.0,14979.0,1619.0,1947.0,CAT A,910,74330
630,9188.0,13997.0,14768.0,1433.0,1722.0,CAT A,830,77080
631,11801.0,11283.0,14728.0,1241.0,1489.0,CAT A,1380,76250
632,9006.0,13952.0,14368.0,1429.0,1720.0,CAT A,1180,59540
633,9667.0,12214.0,14277.0,1241.0,1488.0,CAT A,770,54690
634,3605.0,11017.0,12447.0,1078.0,1306.0,CAT A,680,84360
635,8846.0,11995.0,12883.0,1690.0,2065.0,CAT B,910,51420
636,6976.0,13119.0,13556.0,1289.0,1536.0,CAT A,540,65120
637,8050.0,11347.0,13218.0,1581.0,1894.0,CAT C,760,49380
638,5760.0,8577.0,9947.0,1608.0,1945.0,CAT B,760,37830
639,11209.0,10016.0,14328.0,1344.0,1608.0,CAT C,730,35980
640,7739.0,13750.0,14696.0,1513.0,1804.0,CAT A,430,69190
641,5761.0,7680.0,10875.0,1529.0,1839.0,CAT B,1000,50590
642,3702.0,7220.0,12065.0,1677.0,2014.0,CAT A,660,60800
643,7570.0,11481.0,13873.0,1015.0,1229.0,CAT C,930,31180
644,7804.0,14219.0,12142.0,1438.0,1751.0,CAT A,760,77790
645,8283.0,11709.0,15284.0,1426.0,1718.0,CAT C,370,47570
646,8451.0,11465.0,12406.0,1412.0,1701.0,CAT A,630,69130
647,6666.0,10531.0,12005.0,1622.0,1944.0,CAT A,360,75970
648,12337.0,13653.0,15193.0,1503.0,1791.0,CAT C,630,68350
649,7188.0,12268.0,12783.0,1501.0,1789.0,CAT C,670,41680
650,10632.0,14276.0,13109.0,1971.0,2342.0,CAT B,690,86560
651,11310.0,12783.0,15627.0,1383.0,1687.0,CAT A,830,81390
652,6745.0,5772.0,9747.0,1371.0,1635.0,CAT A,720,50730
653,8645.0,10897.0,15845.0,1508.0,1823.0,CAT A,520,71290
654,6714.0,7862.0,10067.0,1057.0,1284.0,CAT A,750,70110
655,8351.0,11696.0,13422.0,1411.0,1680.0,CAT A,1070,61590
656,7673.0,12311.0,13146.0,1466.0,1746.0,CAT C,590,69370
657,9792.0,10755.0,15681.0,1545.0,1888.0,CAT B,600,67110
658,11255.0,9174.0,16617.0,2044.0,2408.0,CAT B,380,82020
659,8148.0,12093.0,13164.0,1887.0,2264.0,CAT C,830,62050
660,8168.0,15365.0,15215.0,1505.0,1836.0,CAT C,940,61730
661,9545.0,9831.0,12811.0,1422.0,1722.0,CAT C,560,58660
662,7550.0,11193.0,13279.0,1564.0,1869.0,CAT B,1030,53370
663,8707.0,14403.0,13703.0,1510.0,1810.0,CAT C,730,39700
664,5632.0,9765.0,9859.0,1568.0,1920.0,CAT C,890,53750
665,4778.0,9811.0,11385.0,1933.0,2338.0,CAT B,1140,44730
666,5222.0,8952.0,11776.0,1501.0,1822.0,CAT B,590,49350
667,10014.0,11682.0,13425.0,1593.0,1911.0,CAT B,580,43340
668,14637.0,15127.0,14763.0,1812.0,2189.0,CAT A,310,78090
669,7903.0,7881.0,11860.0,1580.0,1895.0,CAT B,720,54950
670,12359.0,13926.0,15304.0,1440.0,1749.0,CAT A,490,75530
671,9751.0,10544.0,12888.0,1100.0,1331.0,CAT B,1010,57330
672,5947.0,8114.0,11272.0,1534.0,1841.0,CAT A,680,87930
673,10809.0,12539.0,15552.0,1299.0,1555.0,CAT B,1020,56850
674,12389.0,12020.0,17056.0,1767.0,2121.0,CAT A,1050,78430
675,5598.0,12246.0,10900.0,1368.0,1649.0,CAT B,740,63660
676,5539.0,13503.0,11421.0,1393.0,1670.0,CAT A,410,62960
677,10370.0,11615.0,14419.0,1327.0,1590.0,CAT A,770,81870
678,8128.0,14461.0,15753.0,1514.0,1794.0,CAT B,1400,54820
679,7288.0,9560.0,12531.0,1989.0,2414.0,CAT A,860,116320
680,9823.0,13861.0,14579.0,1334.0,1584.0,CAT B,840,57200
681,5351.0,6435.0,12231.0,1533.0,1817.0,CAT A,950,84360
682,6685.0,10345.0,8646.0,1809.0,2145.0,CAT B,940,36530
683,9329.0,11050.0,12306.0,1607.0,1933.0,CAT A,930,81260
684,13823.0,16489.0,17178.0,1165.0,1387.0,CAT A,1060,82350
685,7431.0,11293.0,10991.0,1193.0,1430.0,CAT A,560,80830
686,8759.0,12879.0,13776.0,1709.0,2065.0,CAT C,670,30610
687,9420.0,13980.0,13290.0,1525.0,1839.0,CAT B,540,51310
688,7846.0,7486.0,12195.0,1348.0,1623.0,CAT A,1010,72940
690,5038.0,14034.0,11450.0,1132.0,1366.0,CAT B,1340,52450
691,5059.0,7402.0,10629.0,1667.0,2020.0,CAT A,980,66070
692,8012.0,5276.0,11844.0,1427.0,1720.0,CAT B,630,43190
693,4079.0,8940.0,9831.0,1211.0,1447.0,CAT B,1110,40730
694,8406.0,12039.0,13144.0,1717.0,2048.0,CAT A,700,78530
695,7408.0,9188.0,12475.0,1766.0,2111.0,CAT A,580,94690
696,7468.0,16525.0,15383.0,1086.0,1299.0,CAT B,1050,44400
697,10985.0,13935.0,16737.0,1410.0,1692.0,CAT A,790,73800
698,5481.0,13129.0,12275.0,1476.0,1760.0,CAT B,600,37390
699,6750.0,10899.0,11479.0,1068.0,1278.0,CAT A,440,64120
700,5874.0,10389.0,8292.0,1485.0,1785.0,CAT A,1340,66160
701,5627.0,13099.0,10068.0,1461.0,1739.0,CAT C,1250,22310
702,3844.0,9029.0,8292.0,1685.0,2010.0,CAT C,990,62380
703,9209.0,10610.0,13222.0,1624.0,1958.0,CAT A,290,63850
704,7290.0,8691.0,10953.0,1658.0,2000.0,CAT C,350,36210
705,8729.0,9922.0,11314.0,1427.0,1677.0,CAT B,210,54590
706,8861.0,10181.0,15112.0,1755.0,2072.0,CAT B,810,69610
707,6497.0,12467.0,12711.0,1211.0,1472.0,CAT B,790,65390
708,4697.0,6004.0,10759.0,1591.0,1896.0,CAT A,780,78130
709,8503.0,6922.0,10746.0,1797.0,2126.0,CAT B,730,55710
710,12135.0,10244.0,15410.0,1519.0,1823.0,CAT A,1040,69210
711,8510.0,10041.0,13369.0,1637.0,1958.0,CAT A,760,59940
712,9597.0,10662.0,11556.0,1451.0,1750.0,CAT A,570,72550
713,9175.0,11210.0,14991.0,1203.0,1446.0,CAT B,620,44260
714,5640.0,8331.0,12309.0,1884.0,2262.0,CAT A,310,56910
715,11607.0,14783.0,16502.0,1540.0,1820.0,CAT B,310,82390
716,7384.0,9611.0,9463.0,1121.0,1332.0,CAT A,790,54590
717,10847.0,12430.0,15104.0,1307.0,1562.0,CAT A,490,69990
718,4984.0,9442.0,11597.0,1475.0,1775.0,CAT B,230,72740
719,5171.0,10686.0,12522.0,1160.0,1401.0,CAT B,900,35360
720,11232.0,10818.0,16408.0,1078.0,1276.0,CAT A,640,94370
721,4229.0,7736.0,11164.0,1191.0,1436.0,CAT B,840,43520
722,10940.0,8714.0,12405.0,1317.0,1569.0,CAT C,780,36000
723,8499.0,7295.0,13189.0,1548.0,1858.0,CAT A,480,99480
724,9644.0,10754.0,13529.0,1560.0,1883.0,CAT A,1040,83220
725,6419.0,13341.0,9727.0,1297.0,1529.0,CAT B,870,52940
726,10989.0,13153.0,13797.0,1645.0,1958.0,CAT B,530,93360
727,13247.0,11126.0,16434.0,1225.0,1455.0,CAT B,750,73590
728,11487.0,12079.0,14156.0,1421.0,1704.0,CAT B,840,53840
729,7015.0,10387.0,11876.0,1655.0,1956.0,CAT B,800,47350
730,8862.0,9304.0,14033.0,1615.0,1928.0,CAT A,660,65080
731,7798.0,10244.0,11170.0,1872.0,2262.0,CAT C,560,62050
732,10300.0,11870.0,15364.0,1317.0,1581.0,CAT C,910,30020
733,4101.0,13623.0,11261.0,1434.0,1729.0,CAT B,480,49510
734,10947.0,14084.0,16646.0,1791.0,2167.0,CAT A,700,64320
735,8701.0,8969.0,12290.0,932.0,1120.0,CAT B,660,35590
736,5922.0,10858.0,11683.0,1609.0,1924.0,CAT C,1170,63050
737,6868.0,11800.0,12496.0,1495.0,1793.0,CAT B,1020,65300
738,11041.0,11886.0,15799.0,1769.0,2153.0,CAT A,580,69560
739,5913.0,7138.0,9401.0,1693.0,2032.0,CAT C,610,41910
740,10073.0,10474.0,13497.0,1247.0,1497.0,CAT B,590,28330
741,7091.0,9344.0,11297.0,1502.0,1815.0,CAT C,190,55980
742,11849.0,9005.0,14370.0,1360.0,1612.0,CAT B,490,61080
743,12973.0,15178.0,18836.0,1542.0,1844.0,CAT B,680,51380
744,7574.0,11711.0,15247.0,1631.0,1947.0,CAT A,670,84410
745,9085.0,12731.0,14181.0,1246.0,1482.0,CAT B,1070,60680
746,4301.0,11537.0,10992.0,1990.0,2384.0,CAT B,1110,64690
747,4203.0,7115.0,8579.0,967.0,1154.0,CAT B,560,45780
748,6753.0,14224.0,12767.0,1582.0,1894.0,CAT C,1100,41800
749,7254.0,11059.0,14195.0,1430.0,1743.0,CAT B,970,53230
751,9173.0,11072.0,14919.0,1827.0,2160.0,CAT B,930,36160
752,6915.0,11441.0,13186.0,1118.0,1338.0,CAT B,1040,40450
753,9971.0,10233.0,16692.0,1766.0,2109.0,CAT B,1120,57910
754,9399.0,9367.0,15170.0,1799.0,2173.0,CAT C,910,36280
755,10130.0,12675.0,16231.0,1167.0,1411.0,CAT C,440,39190
756,8627.0,12260.0,14990.0,1493.0,1795.0,CAT B,530,62380
757,10496.0,13162.0,14686.0,1445.0,1734.0,CAT B,900,21470
758,9258.0,9702.0,15077.0,1033.0,1237.0,CAT C,740,34610
759,6728.0,9506.0,13849.0,1440.0,1711.0,CAT A,1020,88120
760,5262.0,9483.0,11328.0,1487.0,1773.0,CAT B,970,59190
761,7730.0,7539.0,12454.0,1854.0,2205.0,CAT C,890,36290
762,1241.0,6690.0,6422.0,1748.0,2086.0,CAT B,550,53760
763,6093.0,7010.0,9201.0,1937.0,2310.0,CAT A,520,66300
764,8274.0,11673.0,13345.0,1641.0,1999.0,CAT B,950,93000
765,10247.0,11917.0,14754.0,1659.0,1999.0,CAT A,650,65660
766,4244.0,9371.0,7845.0,1743.0,2061.0,CAT B,860,81930
767,5097.0,4574.0,9365.0,1449.0,1733.0,CAT C,320,60060
768,4917.0,7983.0,8409.0,1098.0,1309.0,CAT A,860,59530
769,6365.0,12640.0,13601.0,1121.0,1351.0,CAT C,900,46380
770,5951.0,9976.0,9312.0,1526.0,1858.0,CAT A,550,76200
771,8074.0,11854.0,13745.0,1358.0,1645.0,CAT C,770,56860
772,8985.0,14620.0,15158.0,1336.0,1616.0,CAT B,710,86620
773,5217.0,9329.0,10885.0,1502.0,1802.0,CAT B,840,49730
774,8541.0,12045.0,14243.0,1534.0,1858.0,CAT A,860,88370
775,7067.0,10289.0,15577.0,1418.0,1699.0,CAT B,870,49160
