Gender,Loan.Offered,Job,Work.Exp,Credit.Score,EMI.Ratio,Status,Credit.History,Own house,Purpose,Dependents
Male,1,skilled,11,89,10.5,No,very good,1,car,2
Male,1,skilled,11,84,10.6,No,very good,1,car,2
Male,0,unskilled,15,88,10.6,No,verygood,1,car,1
Male,1,skilled,13,94,10.6,No,very good,1,car,3
Male,1,skilled,13,90,10.6,No,very good,0,car,2
Male,1,Management,12,86,10.7,No,very good,1,car,3
Male,1,skilled,13,86,10.7,No,verygood,1,consumer.durable,0
Female,1,skilled,15,85,10.7,No,very good,1,car,3
Male,0,skilled,15,90,10.7,No,very good,1,car,3
Male,0,skilled,17,94,10.7,No,very good,1,car,2
Male,0,skilled,16,99,10.7,No,verygood,1,car,2
Male,1,skilled,17,93,10.7,No,very good,1,car,3
Male,1,skilled,17,90,10.7,No,very good,1,car,2
Male,1,skilled,15,90,10.7,No,very good,1,car,2
Male,1,Management,12,81,10.8,No,very good,1,car,3
Female,1,skilled,13,84,10.8,No,verygood,1,car,3
Female,1,skilled,14,85,10.8,No,very good,1,car,3
Male,1,skilled,11,81,10.8,No,very good,1,car,2
Male,1,skilled,12,86,10.8,No,verygood,1,consumer.durable,0
Male,1,skilled,10,81,10.8,No,verygood,1,car,2
Male,1,skilled,18,96,10.8,No,verygood,1,car,3
Male,1,skilled,12,87,10.8,No,very good,0,car,2
Male,1,Management,6,66,10.9,No,very good,1,car,3
Female,1,skilled,10,82,10.9,No,verygood,1,car,3
Male,0,unskilled,12,84,10.9,No,very good,1,car,2
Male,1,skilled,19,99,10.9,No,very good,1,car,2
Male,1,skilled,16,93,10.9,No,very good,1,car,3
Male,1,skilled,12,88,10.9,No,very good,1,car,2
Male,1,skilled,18,96,10.9,No,verygood,1,car,2
Female,1,Management,13,87,11,No,very good,1,car,4
Female,0,skilled,14,88,11,No,verygood,1,car,3
Male,0,skilled,14,93,11,No,very good,1,car,3
Female,1,skilled,15,90,11,No,verygood,1,car,3
Male,1,skilled,16,96,11,No,verygood,1,car,3
Female,1,skilled,14,88,11,No,verygood,1,car,2
Male,1,skilled,12,88,11,No,very good,0,car,3
Male,1,skilled,13,88,11,No,very good,1,car,3
Male,1,skilled,13,90,11,No,very good,1,car,2
Male,1,skilled,10,87,11,No,very good,1,car,2
Male,1,skilled,18,96,11,No,verygood,1,car,2
Female,1,skilled,15,93,11,No,verygood,1,car,4
Male,1,Management,15,87,11.1,No,very good,1,car,3
Male,0,skilled,19,95,11.1,No,verygood,1,car,2
Female,0,skilled,16,92,11.1,No,verygood,1,car,3
Male,0,skilled,16,99,11.1,No,verygood,1,car,2
Male,1,skilled,18,93,11.1,No,very good,1,car,2
Male,1,skilled,11,87,11.1,No,very good,0,car,2
Female,1,skilled,17,93,11.1,No,verygood,1,car,4
Male,1,skilled,13,88,11.1,No,very good,1,car,3
Male,1,skilled,13,87,11.1,No,very good,1,car,2
Male,0,skilled,15,90,11.2,No,very good,1,car,3
Male,0,unskilled,12,88,11.2,No,verygood,1,car,1
Male,1,skilled,13,87,11.2,No,very good,1,car,2
Male,1,skilled,14,89,11.2,No,very good,1,car,2
Female,1,skilled,14,93,11.2,No,verygood,1,car,4
Female,1,skilled,13,83,11.3,No,very good,1,car,3
Male,1,skilled,15,93,11.3,No,very good,1,car,2
Female,1,skilled,12,78,11.4,No,very good,1,car,3
Male,1,skilled,15,85,11.4,No,very good,1,car,2
Female,0,skilled,16,92,11.4,No,verygood,1,car,3
Male,0,skilled,13,88,11.4,No,very good,1,car,2
Male,0,skilled,14,93,11.4,No,very good,1,car,3
Male,0,unskilled,12,84,11.4,No,very good,1,car,2
Female,1,skilled,16,93,11.4,No,poor,1,consumer.durable,3
Male,1,skilled,15,85,11.5,No,very good,1,car,2
Male,1,skilled,16,88,11.5,No,very good,1,car,2
Male,1,skilled,19,96,11.5,No,verygood,1,car,2
Male,1,Management,6,64,11.6,No,verygood,1,car,2
Male,1,Management,11,81,11.6,No,very good,1,car,3
Female,1,skilled,15,88,11.6,No,verygood,1,car,2
Female,1,Management,14,87,11.7,No,very good,1,car,4
Male,1,skilled,5,53,11.7,No,good,1,car,1
Male,1,skilled,6,53,11.7,No,good,1,car,1
Male,1,skilled,13,82,11.8,No,very good,1,car,2
Female,0,skilled,14,88,11.8,No,verygood,1,car,3
Female,0,skilled,17,91,11.8,No,very good,1,car,3
Female,0,skilled,14,93,11.8,No,poor,1,personal,3
Male,0,unskilled,10,79,11.8,No,very good,1,car,2
Male,1,skilled,18,90,11.8,No,very good,1,car,2
Female,1,skilled,15,93,11.8,No,poor,1,consumer.durable,3
Female,1,skilled,12,82,11.9,No,verygood,1,car,3
Male,1,skilled,13,83,11.9,No,very good,1,car,2
Female,1,skilled,11,79,11.9,No,poor,1,personal,3
Female,0,skilled,14,91,11.9,No,very good,1,car,3
Male,0,skilled,14,88,11.9,No,very good,1,car,2
Female,1,skilled,18,96,11.9,No,very good,1,car,3
Male,0,unskilled,13,84,12,No,very good,1,car,2
Male,1,skilled,14,93,12,No,very good,1,car,3
Female,1,skilled,12,79,12.1,No,poor,1,personal,3
Male,1,skilled,18,90,12.1,No,very good,0,car,2
Male,1,skilled,15,93,12.1,No,very good,1,car,3
Male,1,skilled,16,85,12.2,No,very good,1,car,2
Male,1,skilled,11,84,12.2,No,very good,1,car,2
Male,1,skilled,12,84,12.2,No,very good,1,car,2
Male,0,skilled,15,88,12.2,No,very good,1,car,3
Male,0,skilled,14,88,12.2,No,very good,1,car,3
Female,0,unskilled,7,70,12.2,No,very good,1,car,3
Male,1,skilled,13,88,12.2,No,very good,1,car,2
Female,1,skilled,17,92,12.2,No,poor,1,personal,3
Male,1,skilled,13,85,12.3,No,very good,1,car,2
Female,0,skilled,14,93,12.3,No,poor,1,personal,3
Male,1,skilled,16,88,12.3,No,very good,1,car,2
Male,1,skilled,14,83,12.4,No,very good,1,car,2
Male,1,skilled,11,81,12.4,No,very good,1,car,2
Female,0,unskilled,6,70,12.4,No,very good,1,car,3
Male,1,skilled,15,94,12.4,No,very good,1,car,3
Male,1,skilled,13,84,12.5,No,very good,1,car,2
Male,1,skilled,11,84,12.5,No,poor,1,personal,0
Female,1,skilled,15,96,12.5,No,very good,1,car,3
Male,0,skilled,17,96,12.6,No,poor,1,personal,0
Female,0,unskilled,11,84,12.6,No,poor,1,personal,3
Male,1,skilled,14,88,12.6,No,very good,1,car,2
Male,1,skilled,14,87,12.7,No,very good,1,car,2
Male,1,skilled,13,94,12.7,No,very good,1,car,3
Male,1,skilled,15,88,12.7,No,very good,1,car,2
Male,1,skilled,8,54,12.8,No,verygood,1,car,1
Female,1,skilled,13,86,12.8,No,very good,1,car,3
Male,1,skilled,15,96,12.8,No,very good,1,car,3
Male,1,skilled,18,94,12.8,No,very good,1,car,2
Male,1,skilled,19,94,12.8,No,poor,0,personal,2
Female,0,Management,10,78,12.9,No,very good,1,car,4
Male,1,skilled,16,93,12.9,No,very good,1,car,3
Male,1,skilled,7,54,13,No,verygood,1,car,1
Female,1,skilled,14,93,13,No,poor,0,personal,3
Male,1,skilled,11,87,13,No,very good,1,car,3
Female,1,skilled,15,90,13,No,very good,1,car,3
Female,1,skilled,12,86,13.1,No,very good,1,car,3
Male,0,unskilled,12,84,13.1,No,very good,1,car,2
Male,1,skilled,15,88,13.1,No,very good,1,car,2
Male,0,skilled,15,94,13.2,No,poor,1,personal,2
Male,0,skilled,17,94,13.2,No,poor,1,personal,2
Male,1,skilled,15,90,13.2,No,poor,1,personal,0
Female,1,skilled,18,93,13.2,No,poor,1,personal,3
Male,1,skilled,11,84,13.3,No,very good,1,car,2
Female,1,Management,11,81,13.4,No,very good,1,car,4
Male,1,skilled,12,84,13.4,No,poor,1,personal,0
Female,1,skilled,17,92,13.4,No,poor,0,personal,3
Female,1,skilled,15,93,13.4,No,poor,1,personal,3
Male,1,skilled,16,93,13.4,No,very good,1,car,3
Male,1,skilled,10,81,13.5,No,very good,1,car,2
Male,0,unskilled,15,84,13.5,No,very good,1,car,2
Female,1,skilled,15,92,13.5,No,poor,1,personal,3
Male,1,skilled,10,84,13.6,No,poor,1,personal,0
Male,1,skilled,16,94,13.6,No,very good,1,car,2
Female,1,skilled,14,81,13.7,No,poor,1,personal,3
Male,0,skilled,17,96,13.7,No,poor,1,personal,0
Female,0,unskilled,11,84,13.7,No,poor,1,personal,3
Male,1,skilled,18,93,13.7,No,poor,1,personal,2
Male,1,skilled,16,90,13.7,No,poor,0,personal,0
Male,0,skilled,16,91,13.8,No,very good,1,car,2
Male,1,skilled,15,92,13.8,No,very good,1,car,2
Male,1,skilled,11,84,13.9,No,poor,1,personal,0
Male,1,skilled,12,87,13.9,No,very good,1,car,3
Male,1,skilled,13,84,14,No,very good,1,car,2
Male,1,skilled,10,82,14,No,very good,1,car,2
Male,0,skilled,18,95,14,No,poor,1,personal,0
Female,1,skilled,17,90,14,No,very good,1,car,3
Female,1,skilled,12,84,14.1,No,very good,1,car,3
Male,0,skilled,16,90,14.1,No,very good,1,car,1
Female,1,skilled,13,84,14.2,No,very good,1,car,3
Female,1,skilled,15,96,14.2,No,poor,1,personal,3
Male,0,skilled,14,95,14.3,No,poor,1,personal,0
Female,1,skilled,15,96,14.3,No,poor,1,personal,3
Male,1,skilled,10,79,14.4,No,very good,1,car,2
Female,1,skilled,13,81,14.4,No,poor,1,personal,3
Male,1,skilled,13,86,14.4,No,very good,1,car,2
Male,0,skilled,16,93,14.4,No,very good,1,car,2
Female,0,unskilled,16,87,14.4,No,very good,1,car,3
Male,1,skilled,13,86,14.7,No,very good,1,car,2
Male,1,skilled,17,93,14.7,No,very good,1,car,2
Male,1,skilled,16,91,14.7,No,very good,1,car,2
Male,1,skilled,2,50,14.8,No,critical,1,education,2
Female,1,skilled,14,93,14.8,No,poor,1,personal,4
Female,1,skilled,16,93,14.8,No,poor,1,personal,4
Female,1,skilled,17,92,14.8,No,poor,1,personal,3
Male,1,skilled,16,93,14.8,No,poor,1,personal,2
Male,1,Management,10,85,14.9,No,very good,1,car,3
Male,1,skilled,8,79,14.9,No,very good,1,car,2
Male,1,Management,10,85,13.7,No,very good,1,car,3
Male,0,Management,12,84,13.8,No,poor,1,personal,1
Male,1,skilled,2,50,14.1,No,critical,1,education,2
Male,1,skilled,4,51,14.1,No,critical,1,education,2
Male,1,skilled,1,50,14.2,No,good,1,consumer.durable,0
Male,1,skilled,2,50,14.4,No,good,1,consumer.durable,0
Male,1,skilled,4,52,14.4,No,verygood,1,car,1
Male,1,skilled,4,52,14.4,No,verygood,1,car,1
Male,0,skilled,14,93,14.4,No,very good,1,car,2
Female,0,unskilled,14,87,14.5,No,very good,1,car,3
Male,1,skilled,14,90,14.8,No,very good,1,car,3
Male,1,skilled,12,88,14.8,No,poor,1,personal,0
Male,1,skilled,15,88,15,No,poor,1,personal,0
Female,1,skilled,13,87,15,No,poor,1,personal,2
Female,1,skilled,12,87,15,No,poor,1,personal,2
Male,1,Management,15,91,5.8,Default,poor,0,personal,2
Male,1,Management,14,91,6.5,Default,poor,0,personal,2
Female,1,skilled,13,87,6.6,Default,good,0,consumer.durable,2
Female,1,skilled,14,87,7,Default,good,0,consumer.durable,2
Male,0,unskilled,14,86,7.1,Default,good,0,consumer.durable,1
Male,0,unskilled,12,86,7.2,Default,good,0,consumer.durable,1
Female,1,skilled,13,76,7.5,Default,Poor,0,personal,2
Male,1,Management,4,55,7.7,Default,Poor,0,personal,0
Female,1,Management,15,87,7.9,Default,good,0,consumer.durable,3
Male,1,Management,3,55,7.9,Default,Poor,0,personal,0
Female,1,skilled,11,76,8,Default,Poor,0,personal,2
Female,1,Management,14,87,8.1,Default,good,0,consumer.durable,3
Male,1,skilled,15,87,8.2,Default,good,0,consumer.durable,1
Male,0,unskilled,5,57,8.2,Default,Poor,0,education,1
Male,0,unskilled,5,57,8.2,Default,Poor,0,education,1
Male,1,skilled,12,77,8.4,Default,Poor,0,personal,1
Female,1,Management,13,87,8.5,Default,good,0,consumer.durable,3
Female,1,Management,11,75,8.7,Default,Poor,0,education,3
Male,1,skilled,14,87,8.7,Default,good,0,consumer.durable,1
Male,1,skilled,2,54,8.7,Default,Poor,0,personal,0
Male,1,skilled,12,77,8.7,Default,Poor,0,personal,1
Female,1,Management,10,75,8.8,Default,Poor,0,education,3
Female,1,Management,15,87,8.8,Default,good,0,consumer.durable,3
Male,1,skilled,4,49,9,Default,Poor,0,education,1
Male,1,skilled,11,85,9.1,Default,very good,0,car,1
Male,1,skilled,10,75,9.3,Default,Poor,0,education,1
Male,1,skilled,12,75,9.4,Default,Poor,0,education,1
Male,1,skilled,9,85,9.5,Default,very good,0,car,1
Male,1,skilled,2,44,9.6,Default,critical,0,consumer.durable,0
Female,1,skilled,13,86,9.7,Default,very good,0,car,2
Female,1,skilled,9,76,9.8,Default,Poor,0,education,2
Male,1,unskilled,13,91,9.8,Default,very good,1,car,1
Male,1,skilled,4,49,10,Default,Poor,0,education,1
Female,1,skilled,13,86,10.1,Default,very good,0,car,2
Male,1,skilled,10,84,10.1,Default,very good,0,car,1
Male,1,skilled,4,57,10.1,Default,Poor,0,consumer.durable,0
Male,0,unskilled,3,52,10.2,Default,critical,0,consumer.durable,0
Female,1,skilled,9,61,10.3,Default,critical,0,consumer.durable,0
Male,1,skilled,11,74,10.3,Default,Poor,0,education,1
Male,1,skilled,14,86,10.4,Default,very good,0,car,1
Male,1,skilled,10,75,10.4,Default,Poor,0,education,1
Male,1,skilled,12,74,10.4,Default,Poor,0,education,1
Female,1,skilled,7,61,10.4,Default,critical,0,consumer.durable,0
Male,0,unskilled,8,74,10.4,Default,critical,0,consumer.durable,0
Male,0,unskilled,8,74,10.4,Default,critical,0,consumer.durable,0
Male,1,skilled,2,44,10.6,Default,critical,0,consumer.durable,0
Male,1,skilled,11,76,10.6,Default,critical,0,consumer.durable,0
Male,1,skilled,5,57,10.6,Default,Poor,0,consumer.durable,0
Male,0,unskilled,10,75,10.6,Default,critical,0,consumer.durable,0
Male,1,skilled,10,74,10.7,Default,critical,0,consumer.durable,1
Male,0,unskilled,9,75,10.7,Default,critical,0,consumer.durable,0
Male,1,Management,8,74,10.9,Default,critical,0,consumer.durable,2
Male,1,skilled,14,87,10.9,Default,very good,0,car,1
Male,1,skilled,9,74,10.9,Default,critical,0,consumer.durable,1
Female,1,skilled,4,53,11.1,Default,critical,0,consumer.durable,0
Female,1,skilled,6,62,11.3,Default,good,0,consumer.durable,2
Female,1,skilled,6,59,11.3,Default,critical,0,consumer.durable,0
Male,1,skilled,12,86,11.3,Default,very good,0,car,1
Male,0,unskilled,4,52,11.3,Default,critical,0,consumer.durable,0
Male,1,skilled,8,58,11.5,Default,critical,0,consumer.durable,0
Male,1,skilled,16,89,11.5,Default,very good,0,car,1
Male,1,skilled,15,89,11.5,Default,very good,0,car,1
Male,1,skilled,9,64,11.6,Default,good,0,car,0
Female,1,Management,10,76,11.8,Default,good,0,car,2
Male,1,skilled,1,46,11.8,Default,good,0,car,0
Female,1,skilled,7,59,11.8,Default,critical,0,consumer.durable,0
Male,1,skilled,8,64,11.8,Default,good,0,car,0
Male,1,Management,3,53,11.9,Default,good,0,car,1
Female,1,skilled,4,53,11.9,Default,critical,0,consumer.durable,0
Male,1,skilled,1,46,11.9,Default,good,0,car,0
Male,1,Management,3,53,12.1,Default,good,0,car,1
Male,1,skilled,9,76,12.1,Default,good,0,consumer.durable,0
Male,1,skilled,4,45,12.1,Default,critical,0,consumer.durable,0
Male,1,skilled,4,45,12.2,Default,critical,0,consumer.durable,0
Female,0,unskilled,9,76,12.3,Default,good,0,car,2
Male,1,skilled,3,49,12.4,Default,good,0,car,0
Female,1,skilled,3,51,12.5,Default,verygood,0,car,2
Male,1,skilled,8,76,12.5,Default,good,0,consumer.durable,0
Male,0,unskilled,13,87,12.5,Default,very good,0,car,1
Male,1,skilled,4,49,12.7,Default,good,0,car,0
Female,0,unskilled,9,76,12.7,Default,good,0,car,2
Male,1,Management,4,55,12.9,Default,verygood,0,car,1
Male,1,Management,4,55,13.1,Default,verygood,0,car,1
Male,1,skilled,15,86,13.1,Default,very good,0,car,1
Male,0,unskilled,13,87,13.2,Default,very good,0,car,1
Female,1,skilled,3,51,13.3,Default,verygood,0,car,2
Male,1,skilled,2,53,13.3,Default,poor,0,education,1
Male,1,skilled,15,86,13.4,Default,very good,0,car,1
Female,1,skilled,6,65,13.5,Default,poor,0,personal,2
Female,1,skilled,3,53,13.7,Default,poor,0,personal,0
Male,1,skilled,2,53,13.8,Default,poor,0,education,1
Male,1,Management,3,52,14,Default,poor,0,personal,0
Male,1,skilled,7,63,14,Default,poor,0,personal,1
Female,1,skilled,3,53,14.2,Default,poor,0,personal,0
Male,1,Management,3,52,14.4,Default,poor,0,personal,0
Male,0,unskilled,9,65,14.4,Default,poor,0,personal,0
Male,1,Management,6,60,14.5,Default,poor,0,personal,0
Male,1,skilled,3,48,14.6,Default,critical,0,education,1
Male,1,skilled,3,48,14.9,Default,critical,0,education,1
Male,1,Management,11,74,13.7,Default,critical,0,consumer.durable,2
Male,1,Management,9,64,13.7,Default,critical,0,education,2
Male,1,Management,5,60,13.8,Default,poor,0,personal,0
Male,1,Management,9,64,13.8,Default,critical,0,education,2
Male,1,Management,11,74,13.9,Default,critical,0,consumer.durable,2
Male,1,Management,0,43,13.9,Default,good,0,car,1
Male,1,Management,0,43,14,Default,good,0,car,1
Male,1,Management,2,47,14,Default,verygood,0,car,1
Female,1,skilled,5,58,14,Default,critical,0,personal,0
Female,1,skilled,6,58,14,Default,critical,0,personal,0
Male,1,skilled,1,42,14,Default,critical,0,consumer.durable,0
Male,1,skilled,4,47,14,Default,critical,0,consumer.durable,0
Male,1,skilled,3,47,14.2,Default,critical,0,consumer.durable,0
Male,1,skilled,1,42,14.2,Default,critical,0,consumer.durable,0
Male,1,skilled,4,52,14.3,Default,good,0,car,0
Male,1,skilled,3,42,14.3,Default,good,0,car,0
Male,1,skilled,3,52,14.4,Default,good,0,car,0
Male,1,skilled,7,59,14.4,Default,good,0,car,0
Male,1,skilled,7,59,14.4,Default,good,0,car,0
Male,0,unskilled,10,65,14.6,Default,poor,0,personal,0
Male,0,unskilled,2,46,14.7,Default,critical,0,consumer.durable,0
Male,0,unskilled,2,46,14.7,Default,critical,0,consumer.durable,0
Male,0,unskilled,3,54,14.7,Default,good,0,car,0
Male,0,unskilled,3,51,14.8,Default,verygood,0,car,0
Male,0,unskilled,3,54,14.8,Default,good,0,car,0
Male,0,unskilled,3,51,14.8,Default,verygood,0,car,0
